"Original","Submitted","Accepted_name","Selected_family","Selected_order","Selected_class","Synonyms"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys zimmermanni"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys subterraneus atratus"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys multiplex brauneri"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys subterraneus capucinus"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys majori fingeri"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Arvicola agrestis fusca"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys multiplex hercegovinensis"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys dacius hungaricus"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys nyirensis martinoi"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys subterraneus matrensis"
"microtus subterraneus","Microtus subterraneus","Microtus subterraneus","Cricetidae","Rodentia","Mammalia","Pitymys suberraneus wettsteini"
"microtus xanthognathus","Microtus xanthognathus","Microtus xanthognathus","Cricetidae","Rodentia","Mammalia",NA
"millardia meltada","Millardia meltada","Millardia meltada","Muridae","Rodentia","Mammalia","Mus comberi"
"millardia meltada","Millardia meltada","Millardia meltada","Muridae","Rodentia","Mammalia","Mus lanuginosus"
"millardia meltada","Millardia meltada","Millardia meltada","Muridae","Rodentia","Mammalia","Mus listoni"
"millardia meltada","Millardia meltada","Millardia meltada","Muridae","Rodentia","Mammalia","Millardia meltada dunni"
"millardia meltada","Millardia meltada","Millardia meltada","Muridae","Rodentia","Mammalia","Millardia meltada pallidior"
"millardia meltada","Millardia meltada","Millardia meltada","Muridae","Rodentia","Mammalia","Millardia meltada singuri"
"mus booduga","Mus booduga","Mus booduga","Muridae","Rodentia","Mammalia","Mus albidiventris"
"mus booduga","Mus booduga","Mus booduga","Muridae","Rodentia","Mammalia","Mus fulvidiventris"
"mus booduga","Mus booduga","Mus booduga","Muridae","Rodentia","Mammalia","Leggada lepidoides"
"mus caroli","Mus caroli","Mus caroli","Muridae","Rodentia","Mammalia","Mus formosanus"
"mus caroli","Mus caroli","Mus caroli","Muridae","Rodentia","Mammalia","Mus kurilensis"
"mus cervicolor","Mus cervicolor","Mus cervicolor","Muridae","Rodentia","Mammalia","Mus cunicularis"
"mus cervicolor","Mus cervicolor","Mus cervicolor","Muridae","Rodentia","Mammalia","Mus strophiatus"
"mus cervicolor","Mus cervicolor","Mus cervicolor","Muridae","Rodentia","Mammalia","Tautatus thai annamensis"
"mus cervicolor","Mus cervicolor","Mus cervicolor","Muridae","Rodentia","Mammalia","Leggada nitidula popaea"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Mus kasaicus"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Leggada bella"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Leggada grata"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Mus bellus enclavae"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Mus bellus gondokorae"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Mus bellus petilus"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Mus gratus soricoides"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Mus gratus sungarae"
"mus musculoides","Mus musculoides","Mus musculoides","Muridae","Rodentia","Mammalia","Leggada bella vicina"
"mus musculus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus molossinus"
"mus musculus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus nordmanni"
"mus musculus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus musculus cinereomaculatus"
"mus musculus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus bactrianus tantillus"
"mus musculus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus musculus varius"
"mus musculus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus molossinus yonakuni"
"mus musculus domesticus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus molossinus"
"mus musculus domesticus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus nordmanni"
"mus musculus domesticus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus musculus cinereomaculatus"
"mus musculus domesticus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus bactrianus tantillus"
"mus musculus domesticus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus musculus varius"
"mus musculus domesticus","Mus musculus","Mus musculus","Muridae","Rodentia","Mammalia","Mus molossinus yonakuni"
"chaetodon vagabundus","Chaetodon vagabundus","Chaetodon vagabundus","Chaetodontidae","Perciformes","Actinopterygii","Chaetodon nesogallicus"
"chaetodon vagabundus","Chaetodon vagabundus","Chaetodon vagabundus","Chaetodontidae","Perciformes","Actinopterygii","Chaetodon setifer hawaiiensis"
"mus setulosus","Mus setulosus","Mus setulosus","Muridae","Rodentia","Mammalia",NA
"mus spicilegus","Mus spicilegus","Mus spicilegus","Muridae","Rodentia","Mammalia","Mus sergii"
"mus spretus","Mus spretus","Mus spretus","Muridae","Rodentia","Mammalia","Mus spicilegus caoccii"
"mus spretus","Mus spretus","Mus spretus","Muridae","Rodentia","Mammalia","Mus spicilegus hispanicus"
"mus spretus","Mus spretus","Mus spretus","Muridae","Rodentia","Mammalia","Mus spicilegus lusitanicus"
"mus spretus","Mus spretus","Mus spretus","Muridae","Rodentia","Mammalia","Mus spicilegus lynesi"
"mus spretus","Mus spretus","Mus spretus","Muridae","Rodentia","Mammalia","Mus spicilegus mogrebinus"
"mus spretus","Mus spretus","Mus spretus","Muridae","Rodentia","Mammalia","Mus spicilegus rifensis"
"myocastor coypus","Myocastor coypus","Myocastor coypus","Myocastoridae","Rodentia","Mammalia","Myocaster coypus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys carolinensis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys caurinus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys fuscodorsalis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys galei"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys idahoensis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys limitis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys nivarius"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys phaeus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys proteus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys pygmaeus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys ungava"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys wrangeli"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys occidentalis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi arizonensis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys gapperi athabascae"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys gapperi brevicaudus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi cascadensis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi gaspeanus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi gauti"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi hudsonius"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys gapperi loringi"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi maurus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys gapperi ochraceus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi pallescens"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi paludicola"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys gapperi rhoadsii"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi rufescens"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi rupicola"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Evotomys gapperi saturatus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi soleus"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi stikinensis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi uintaensis"
"myodes gapperi","Myodes gapperi","Myodes gapperi","Cricetidae","Rodentia","Mammalia","Clethrionomys gapperi solus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Clethrionomys glareolus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys alstoni"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Lemmus arvalis"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Myodes bicolor"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys caesarius"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys erica"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Arvicola fulvus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys gorka"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Hypudacus hercynicus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Hypudaeus nageri"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys norvegicus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys ponticus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Lemmus pratensis"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Arvicola pratensis"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Arvicola riparia"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Lemmus rubidus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys skomerensis"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys vasconiae"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys hercynicus britannicus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys nageri hallucalis"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys hercynicus helveticus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Clethrionomys glareolus insulaebellae"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus intermedius"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus istericus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus italicus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus jurassicus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Mus rutilus minor"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus ognevi"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus reinwaldti"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus ruttneri"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus saianicus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus sobrus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys hercynicus suecicus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys nageri vesanus"
"myodes glareolus","Myodes glareolus","Myodes glareolus","Cricetidae","Rodentia","Mammalia","Evotomys glareolus wasjuganensis"
"myodes regulus","Myodes regulus","Myodes regulus","Cricetidae","Rodentia","Mammalia","Eothenomys regulus"
"myodes rex","Myodes rex","Myodes rex","Cricetidae","Rodentia","Mammalia",NA
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Clethrionomys rufocanus"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Clethrionomys sikotanensis"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Evotomys arsenjevi"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Evotomys bedfordiae"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Evotomys irkutensis"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Arvicola kamtnschaticus"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Evotomys kolymensis"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Evotomys latastei"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Neoaschizomys sikotanensis"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Arvicola wosnessenskii"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Clethrionomys yesomontanus"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Craseomys rufocanus bargusinensis"
"myodes rufocanus","Myodes rufocanus","Myodes rufocanus","Cricetidae","Rodentia","Mammalia","Clethrionomys rufocanus kurilensis"
