"X","Type","Phylum","Class","Order","Family","Genus","Species","Human","Zoonotic","Domestic","Wildlife","HostGroup","HostOrder","HostFamily","HostSpecies","HostName","Association","Method","Reference","PMID","Additional","Synonym","Disease","Taylor","Emerging","Emerging.Source","VectorBorne","GramStain","Motility","Spore","Oxygen","Cell","Infection","Abbreviation","Strain","Genome","Gsize","ProteinCount","PercentGC","HostSpeciesPHB","HostSpecies.new","N.genomes","Genome.size","Genome.GC","Genome.genes","Pathogen_Original","Pathogen_Harmonised","YearRef","YearPubMed","Year","YearType","Host_Original","Host_Harmonised","HostSynonyms","HostClass"
5919,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","suid gammaherpesvirus 3","No","No","Yes","Yes","Ungulates","Artiodactyla","Suidae","Sus scrofa domesticus","Domestic pig","Apathogenic","PCR","Ulrich et al., 1999",10567652,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"SuHV-3","","dsDNA","na","na","na","Susscrofadomesticus","Sus scrofa domesticus",0,NA,NA,NA,"suid gammaherpesvirus 3","suid herpesvirus 3",1999,1999,1999,"PubMed publication","sus scrofa domesticus","sus scrofa","sus domesticus","Mammalia"
5920,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","suid gammaherpesvirus 4","No","No","Yes","Yes","Ungulates","Artiodactyla","Suidae","Sus scrofa domesticus","Domestic pig","Apathogenic","PCR","Ulrich et al., 1999",10567652,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"SuHV-4","","dsDNA","na","na","na","Susscrofadomesticus","Sus scrofa domesticus",0,NA,NA,NA,"suid gammaherpesvirus 4","suid herpesvirus 4",1999,1999,1999,"PubMed publication","sus scrofa domesticus","sus scrofa","sus domesticus","Mammalia"
5921,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Macavirus","suid gammaherpesvirus 5","No","No","Yes","Yes","Ungulates","Artiodactyla","Suidae","Sus scrofa domesticus","Domestic pig","Apathogenic","PCR","Chmielewicz et al., 2003",12706081,"","","","No","No","","No",NA,NA,NA,NA,NA,NA,"SuHV-5","","dsDNA","na","na","na","Susscrofadomesticus","Sus scrofa domesticus",0,NA,NA,NA,"suid gammaherpesvirus 5","suid herpesvirus 5",2003,2003,2003,"PubMed publication","sus scrofa domesticus","sus scrofa","sus domesticus","Mammalia"
5967,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Mardivirus","gallid alphaherpesvirus 2","Yes","Yes","No","No","Human","Primates","Hominidae","Homo sapiens","Human","Apathogenic","PCR","Laurent et al., 2001",11125176,"","GaHV-2; Marek's disease virus type 1; Gallid herpesvirus 2, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"GaHV-2","","dsDNA","0.177874","85","44.1","Homosapiens","Homo sapiens",1,0.177874,44.1,87,"gallid alphaherpesvirus 2","gallid herpesvirus 2",2001,2001,2001,"PubMed publication","homo sapiens","homo sapiens","homo aethiopicus, homo americanus, homo arabicus, homo australasicus, homo cafer, homo capensis, homo columbicus, homo drennani, homo grimaldii, homo hottentotus, homo hyperboreus, homo indicus, homo japeticus, homo melaninus, homo monstrosus, homo neptunianus, homo palestinus, homo patagonus, homo priscus, homo scythicus, homo sinicus, homo spelaeus, homo troglodytes, homo wadjakensis, homo sapiens cro-magnonensis, homo sapiens grimaldiensis, homo fossilis proto-aethiopicus, homo fossilis protoaethiopicus, homo sapiens cromagnonensis","Mammalia"
5974,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Mardivirus","gallid alphaherpesvirus 2","Yes","Yes","No","Yes","Mammalia","Dasyuromorphia","Dasyuridae","Sarcophilus harrisii","Tasmanian devil","na","Isolation","",NA,"http://www.uniprot.org/uniprot/T1W2V9; ViPR","GaHV-2; Marek's disease virus type 1; Gallid herpesvirus 2, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"GaHV-2","","dsDNA","0.177874","85","44.1","Sarcophilusharrisii","Sarcophilus harrisii",1,0.177874,44.1,87,"gallid alphaherpesvirus 2","gallid herpesvirus 2",NA,NA,NA,NA,"sarcophilus harrisii","sarcophilus harrisii","na","Mammalia"
5981,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 1","No","No","No","Yes","Rodentia","Rodentia","Cricetidae","Microtus arvalis","Common vole","Apathogenic","Antibodies","",2864834,"","Murine cytomegalovirus; Murid herpesvirus 1; Murine cytomegalovirus MCMV, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-1","","dsDNA","0.230278","161","58.7","Microtusarvalis","Microtus arvalis",1,0.230278,58.7,168,"murid betaherpesvirus 1","murid herpesvirus 1",NA,1985,1985,"PubMed publication","microtus arvalis","microtus arvalis","microtus obscurus, arvicola arvensis, microtus angularis, microtus asturianus, microtus brevirostris, arvicola campestris, arvicola cunicularius, lemmus fulvus, microtus hyrcania, arvicola incertus, arvicola mystacinus, hypudaeus obscurus, microtus orcadensis, microtus sarnius, microtus terrestris, arvicola vulgaris, mus arvalis albus, arvicola arvalis assimilis, arvicola arvalis ater, microtus arvalis calypsus, microtus arvalis cimbricus, arvicola arvalis contigua, arvicola arvalis depressa, arvicola arvalis duplicatus, arvicola arvalis flava, arvicola arvalis fulva, arvicola arvalis galliardi, microtus arvalis gudauricus, microtus arvalis hawelkae, microtus arvalis incognitus, microtus arvalis iphigeniae, microtus arvalis khorkoutensis, microtus arvalis macrocranius, microtus arvalis meridianus, arvicola arvalis principalis, microtus orcadensis ronaldshaiensis, microtus orcadensis rousiensis, microtus orcadensis sandayensis, arvicola arvalis simplex, microtus arvalis transcaucasicus, microtus arvalis transuralensis, arvicola arvalis variabilis, microtus sandayensis westrae","Mammalia"
5982,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 1","No","No","No","Yes","Rodentia","Rodentia","Muridae","Apodemus flavicollis","Yellow-necked field mouse","Apathogenic","Isolation","",2864834,"","Murine cytomegalovirus; Murid herpesvirus 1; Murine cytomegalovirus MCMV, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-1","","dsDNA","0.230278","161","58.7","Apodemusflavicollis","Apodemus flavicollis",1,0.230278,58.7,168,"murid betaherpesvirus 1","murid herpesvirus 1",NA,1985,1985,"PubMed publication","apodemus flavicollis","apodemus flavicollis","apodemus arianus, mus arianus, mus cellarius, mus erythronotus, apodemus flavicollis brauneri, mus sylvaticus fennicus, mus sylvaticus princeps, apodemus flavicollis samariensis, apodemus flavicollis saturatus, sylvaemus sylvaticus stankovici, mus sylvaticus typicus, mus sylvaticus wintoni","Mammalia"
5983,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 1","No","No","No","Yes","Rodentia","Rodentia","Muridae","Apodemus sylvaticus","Common field mouse","Apathogenic","PCR","",2864834,"","Murine cytomegalovirus; Murid herpesvirus 1; Murine cytomegalovirus MCMV, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-1","","dsDNA","0.230278","161","58.7","Apodemussylvaticus","Apodemus sylvaticus",1,0.230278,58.7,168,"murid betaherpesvirus 1","murid herpesvirus 1",NA,1985,1985,"PubMed publication","apodemus sylvaticus","apodemus sylvaticus","mus algirus, mus chamaeropsis, musculus dichrurus, mus hayi, mus hebridensis, mus hirtensis, mus intermedius, mus islandicus, mus pecchioli, mus reboudia, mus sylvaticus albus, mus sylvaticus alpinus, mus sylvaticus bergensis, apodemus sylvaticus butei, micromys sylvaticus callipides, mus sylvaticus candidus, mus sylvaticus celticus, apodemus sylvaticus creticus, apodemus hebridensis cumbrae, apodemus hebridensis fiolagan, sylvaemus sylvaticus flaviventris, mus sylvaticus flavobrunneus, mus sylvaticus fridariensis, apodemus hebridensis ghia, apodemus sylvaticus grandiculus, apodemus fridariensis grantii, mus sylvaticus griseus, apodemus hebridensis hamiltoni, mus sylvaticus isabellinus, apodemus hebridensis larus, mus sylvaticus leucocephalus, apodemus hebridensis maclean, apodemus sylvaticus maximus, apodemus hebridensis nesiticus, mus sylvaticus niger, mus sylvaticus parvus, apodemus sylvaticus spadix, apodemus fridariensis thuleo, apodemus hebridensis tirae, apodemus hebridensis tural, mus sylvaticus varius","Mammalia"
5984,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 1","No","No","No","Yes","Rodentia","Rodentia","Muridae","Mus cervicolor","Fawn-colored mouse","Apathogenic","PCR","",17507487,"","Murine cytomegalovirus; Murid herpesvirus 1; Murine cytomegalovirus MCMV, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-1","","dsDNA","0.230278","161","58.7","Muscervicolor","Mus cervicolor",1,0.230278,58.7,168,"murid betaherpesvirus 1","murid herpesvirus 1",NA,2007,2007,"PubMed publication","mus cervicolor","mus cervicolor","mus cunicularis, mus strophiatus, tautatus thai annamensis, leggada nitidula popaea","Mammalia"
5985,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 1","No","No","No","Yes","Rodentia","Rodentia","Sciuridae","Sciurus carolinensis","Eastern gray squirrel","Apathogenic","Antibodies","",12019534,"","Murine cytomegalovirus; Murid herpesvirus 1; Murine cytomegalovirus MCMV, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-1","","dsDNA","0.230278","161","58.7","Sciuruscarolinensis","Sciurus carolinensis",1,0.230278,58.7,168,"murid betaherpesvirus 1","murid herpesvirus 1",NA,2002,2002,"PubMed publication","sciurus carolinensis","sciurus carolinensis","na","Mammalia"
5986,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 1","No","No","Yes","Yes","Rodentia","Rodentia","Muridae","Mus musculus","House mouse","Pathogenic","Isolation","Booth et al., 1993",8102523,"Anderson et al., 1986","Murine cytomegalovirus; Murid herpesvirus 1; Murine cytomegalovirus MCMV, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-1","","dsDNA","0.230278","161","58.7","Musmusculus","Mus musculus",1,0.230278,58.7,168,"murid betaherpesvirus 1","murid herpesvirus 1",1986,1993,1986,"Publication date from source database (earliest)","mus musculus","mus musculus","mus molossinus, mus nordmanni, mus musculus cinereomaculatus, mus bactrianus tantillus, mus musculus varius, mus molossinus yonakuni","Mammalia"
5987,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 2","No","No","No","Yes","Rodentia","Rodentia","Muridae","Apodemus flavicollis","Yellow-necked field mouse","Apathogenic","PCR","",17507487,"","Rat cytomegalovirus; Murid herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-2","","dsDNA","0.230138","167","61","Apodemusflavicollis","Apodemus flavicollis",0,NA,NA,NA,"murid betaherpesvirus 2","murid herpesvirus 2",NA,2007,2007,"PubMed publication","apodemus flavicollis","apodemus flavicollis","apodemus arianus, mus arianus, mus cellarius, mus erythronotus, apodemus flavicollis brauneri, mus sylvaticus fennicus, mus sylvaticus princeps, apodemus flavicollis samariensis, apodemus flavicollis saturatus, sylvaemus sylvaticus stankovici, mus sylvaticus typicus, mus sylvaticus wintoni","Mammalia"
5988,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 2","No","No","No","Yes","Rodentia","Rodentia","Muridae","Apodemus sylvaticus","Common field mouse","Apathogenic","PCR","",17507487,"","Rat cytomegalovirus; Murid herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-2","","dsDNA","0.230138","167","61","Apodemussylvaticus","Apodemus sylvaticus",0,NA,NA,NA,"murid betaherpesvirus 2","murid herpesvirus 2",NA,2007,2007,"PubMed publication","apodemus sylvaticus","apodemus sylvaticus","mus algirus, mus chamaeropsis, musculus dichrurus, mus hayi, mus hebridensis, mus hirtensis, mus intermedius, mus islandicus, mus pecchioli, mus reboudia, mus sylvaticus albus, mus sylvaticus alpinus, mus sylvaticus bergensis, apodemus sylvaticus butei, micromys sylvaticus callipides, mus sylvaticus candidus, mus sylvaticus celticus, apodemus sylvaticus creticus, apodemus hebridensis cumbrae, apodemus hebridensis fiolagan, sylvaemus sylvaticus flaviventris, mus sylvaticus flavobrunneus, mus sylvaticus fridariensis, apodemus hebridensis ghia, apodemus sylvaticus grandiculus, apodemus fridariensis grantii, mus sylvaticus griseus, apodemus hebridensis hamiltoni, mus sylvaticus isabellinus, apodemus hebridensis larus, mus sylvaticus leucocephalus, apodemus hebridensis maclean, apodemus sylvaticus maximus, apodemus hebridensis nesiticus, mus sylvaticus niger, mus sylvaticus parvus, apodemus sylvaticus spadix, apodemus fridariensis thuleo, apodemus hebridensis tirae, apodemus hebridensis tural, mus sylvaticus varius","Mammalia"
5989,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 2","No","No","No","Yes","Rodentia","Rodentia","Muridae","Bandicota indica","Greater bandicoot rat","Apathogenic","PCR","",17507487,"","Rat cytomegalovirus; Murid herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-2","","dsDNA","0.230138","167","61","Bandicotaindica","Bandicota indica",0,NA,NA,NA,"murid betaherpesvirus 2","murid herpesvirus 2",NA,2007,2007,"PubMed publication","bandicota indica","bandicota indica","mus bandicota, mus elliotanus, rattus eloquens, mus giganteus, bandicota jabouillei, mus macropus, mus malabarica, bandicota mordax, mus nemorivagus, mus perchal, mus setifer, bandicota siamensis, nesokia nemorivaga taiwanus","Mammalia"
5990,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 2","No","No","No","Yes","Rodentia","Rodentia","Muridae","Rattus norvegicus","Brown rat","Pathogenic","Isolation","Bruggeman et al., 1982",6293414,"","Rat cytomegalovirus; Murid herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-2","","dsDNA","0.230138","167","61","Rattusnorvegicus","Rattus norvegicus",0,NA,NA,NA,"murid betaherpesvirus 2","murid herpesvirus 2",1982,1982,1982,"PubMed publication","rattus norvegicus","rattus norvegicus","mus caraco, mus caspius, mus decumanoides, mus decumanus, mus griseipectus, mus hibernicus, mus humiliatus, mus javanus, mus magnirostris, mus maniculatus, mus maurus, mus ouangthomae, mus plumbeus, mus surmolottus, rattus norvegicus albus, mus sylvaticus discolor, mus decumanus hybridus, rattus humiliatus insolatus, mus decumanus major, rattus norvegicus otomoi, mus norvegicus praestans, rattus norvegicus primarius, epimys norvegicus socer, rattus humiliatus sowerbyi","Mammalia"
5991,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 2","No","No","No","Yes","Rodentia","Rodentia","Muridae","Rattus rattus","Black rat","Pathogenic","Isolation","Rabson et al. 1969",17507487,"","Rat cytomegalovirus; Murid herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-2","","dsDNA","0.230138","167","61","Rattusrattus","Rattus rattus",0,NA,NA,NA,"murid betaherpesvirus 2","murid herpesvirus 2",1969,2007,1969,"Publication date from source database (earliest)","rattus rattus","rattus rattus","mus alexandrinorattus, mus alexandrinus, mus arboreus, hapalotis arboricola, mus asiaticus, mus atratus, mus atridorsum, mus ceylonus, epimys chionogaster, mus crassipes, rattus domesticus, mus erythronotus, mus flavescens, mus flaviventris, musculus frugivorus, mus galapagoensis, mus griseocaeruleus, mus infralineatus, mus insularis, mus jujensis, mus kandianus, mus kandiyanus, epimys kelaarti, mus kijabius, mus latipes, mus leucogaster, mus muansae, mus nemoralis, mus novaezelandiae, mus picteti, mus rufescens, mus samharensis, myoxus siculae, mus subcaeruleus, mus sylvestris, mus tectorum, mus tetragonurus, mus tompsoni, mus variabilis, rattus domesticus albus, rattus domesticus ater, mus rattus ater, mus rattus brookei, rattus rattus chionogaster, mus tectorum fuliginosus, rattus domesticus fulvaster, rattus domesticus fuscus, rattus rattus girensis, mus rattus intermedius, mus rattus jurassicus, rattus norvegicus longicaudus, rattus rattus narbadae, rattus rattus nericola, rattus rattus ruthenus, rattus rattus sueirensis, rattus domesticus varius, rattus rattus wroughtoni","Mammalia"
5992,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 2","No","No","No","Yes","Rodentia","Rodentia","Muridae","Rattus exulans","Pacific rat","Apathogenic","PCR","",17507487,"","Rat cytomegalovirus; Murid herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-2","","dsDNA","0.230138","167","61","Rattusexulans","Rattus exulans",0,NA,NA,NA,"murid betaherpesvirus 2","murid herpesvirus 2",NA,2007,2007,"PubMed publication","rattus exulans","rattus exulans","mus aemuli, epimys basilanus, mus bocourti, mus buruensis, epimys calcis, mus clabatus, mus concolor, mus ephippium, epimys leucophaetus, mus luteiventris, epimys mayonicus, togomys melanoderma, mus obscurus, epimys ornatulus, mus pantarensis, mus pullus, epimys querceti, rattus raveni, rattus schuitemakeri, epimys stragulum, mus surdus, mus todayensis, epimys vigoratus, mus wichmanni, mus vulcani apicus, rattus concolor equile, rattus raveni eurous, rattus concolor malengiensis, rattus concolor meringgit, mus ephippium negrinus, rattus concolor otteni, rattus concolor solatus","Mammalia"
5993,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 2","No","No","No","Yes","Rodentia","Rodentia","Muridae","Rattus tiomanicus","Malaysian field rat","Apathogenic","PCR","",17507487,"","Rat cytomegalovirus; Murid herpesvirus 2","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-2","","dsDNA","0.230138","167","61","Rattustiomanicus","Rattus tiomanicus",0,NA,NA,NA,"murid betaherpesvirus 2","murid herpesvirus 2",NA,2007,2007,"PubMed publication","rattus tiomanicus","rattus tiomanicus","mus jalorensis, mus jarak, mus julianus, epimys maerens, epimys mara, epimys roa, mus siantanicus, mus tambelanicus, epimys tingius, epimys tua, rattus rattus ambersoni, rattus rattus banguei, rattus rattus batin, rattus rattus delirius, rattus rattus generatius, rattus rattus jemuris, rattus rattus kabanicus, epimys neglectus lamucotanus, rattus rattus lasurius, rattus rattus luxuriosus, rattus rattus mangalumis, epimys rattus pauper, rattus rattus payanus, rattus rattus pemanggis, rattus rattus perhentianus, rattus rattus pharus, rattus rattus piperis, mus rattus rhionis, rattus rattus roquei, mus rattus rumpia, rattus rattus sebasianus, rattus rattus sribuatensis, rattus rattus terutavensis, rattus rattus vernalus, epimys rattus viclana","Mammalia"
5994,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Muromegalovirus","murid betaherpesvirus 8","No","No","No","Yes","Rodentia","Rodentia","Muridae","Rattus norvegicus","Brown rat","Pathogenic","Isolation","Priscott and Tyrrell, 1982",6293409,"","Murid herpesvirus 8","","No","No","","No",NA,NA,NA,NA,NA,NA,"MuHV-8","","dsDNA","0.202946","137","46.5","Rattusnorvegicus","Rattus norvegicus",1,0.202946,46.5,136,"murid betaherpesvirus 8","murid herpesvirus 8",1982,1982,1982,"PubMed publication","rattus norvegicus","rattus norvegicus","mus caraco, mus caspius, mus decumanoides, mus decumanus, mus griseipectus, mus hibernicus, mus humiliatus, mus javanus, mus magnirostris, mus maniculatus, mus maurus, mus ouangthomae, mus plumbeus, mus surmolottus, rattus norvegicus albus, mus sylvaticus discolor, mus decumanus hybridus, rattus humiliatus insolatus, mus decumanus major, rattus norvegicus otomoi, mus norvegicus praestans, rattus norvegicus primarius, epimys norvegicus socer, rattus humiliatus sowerbyi","Mammalia"
5995,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Percavirus","equid gammaherpesvirus 2","No","No","Yes","No","Ungulates","Perissodactyla","Equidae","Equus caballus","Horse","Pathogenic","Isolation","Vengust et al., 2008",18987236,"","EHV-2; Equine herpesvirus 2; Equine cytomegalovirus, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"EHV-2","","dsDNA","0.184439","78","57.5","Equuscaballus","Equus caballus",1,0.184439,57.5,79,"equid gammaherpesvirus 2","equid herpesvirus 2",2008,2008,2008,"PubMed publication","equus caballus","equus caballus","equus caballus caballus, equus ferus caballus","Mammalia"
5996,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Percavirus","equid gammaherpesvirus 2","No","No","Yes","No","Ungulates","Perissodactyla","Equidae","Equus africanus somaliensis","Somali wild ass","na","PCR","Borchers et al., 1999",10365167,"","EHV-2; Equine herpesvirus 2; Equine cytomegalovirus, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"EHV-2","","dsDNA","0.184439","78","57.5","Equusasinussomalicus","Equus asinus somalicus",1,0.184439,57.5,79,"equid gammaherpesvirus 2","equid herpesvirus 2",1999,1999,1999,"PubMed publication","equus asinus somalicus","equus asinus","asinus vulgaris, equus asinus asinus, equus asinus palaestinae, equus africanus asinus","Mammalia"
5997,"Virus",NA,NA,"Herpesvirales","Herpesviridae","Percavirus","equid gammaherpesvirus 2","No","No","Yes","No","Ungulates","Perissodactyla","Equidae","Equus grevyi","Grevy's zebra","na","PCR","Borchers et al., 1999",10365167,"","EHV-2; Equine herpesvirus 2; Equine cytomegalovirus, etc.","","No","No","","No",NA,NA,NA,NA,NA,NA,"EHV-2","","dsDNA","0.184439","78","57.5","Equusgrevyi","Equus grevyi",1,0.184439,57.5,79,"equid gammaherpesvirus 2","equid herpesvirus 2",1999,1999,1999,"PubMed publication","equus grevyi","equus grevyi","equus faurei, equus grevyi berberensis","Mammalia"
