"Host","HostClass","HostOrder","HostFamily","Virus","VirusOrder","Year","YearType","Database","DatabaseVersion","DetectionMethod","Detection_NotSpecified","Detection_Serology","Detection_Genetic","Detection_Isolation","Host_Original","Virus_Original","DetectionMethod_Original"
"Felis catus","Mammalia","Carnivora","Felidae","Influenza B virus","Articulavirales",1991,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Influenza b","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Influenza B virus","Articulavirales",1976,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Influenza b","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Japanese encephalitis virus","Amarillovirales",2013,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Japanese encephalitis","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Japanese encephalitis virus","Amarillovirales",2012,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Japanese encephalitis","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Japanese encephalitis virus","Amarillovirales",2010,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Japanese encephalitis","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Japanese encephalitis virus","Amarillovirales",2009,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Japanese encephalitis","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Japanese encephalitis virus","Amarillovirales",1996,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Japanese encephalitis","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Japanese encephalitis virus","Amarillovirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Felis catus","Japanese encephalitis","Antibodies"
"Felis catus","Mammalia","Carnivora","Felidae","Lagos bat lyssavirus","Mononegavirales",1982,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Felis catus","Lagos bat lyssavirus","Isolation"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",1984,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Mokola","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",1983,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Mokola","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",2000,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Mokola","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",2008,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Mokola","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Mokola","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",2001,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Mokola","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",2010,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Mokola","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",1996,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Felis catus","Mokola","Isolation"
"Felis catus","Mammalia","Carnivora","Felidae","Mokola lyssavirus","Mononegavirales",1992,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Felis catus","Mokola lyssavirus","Isolation"
"Felis catus","Mammalia","Carnivora","Felidae","Nipah henipavirus","Mononegavirales",2000,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Nipah","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Orthohepevirus A","Hepelivirales",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Felis catus","Orthohepevirus a","Antibodies"
"Felis catus","Mammalia","Carnivora","Felidae","Puumala orthohantavirus","Bunyavirales",1994,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Antibodies",FALSE,TRUE,FALSE,FALSE,"Felis catus","Puumala hantavirus","Antibodies"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1979,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1977,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1992,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1991,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1990,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1986,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1989,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1985,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1988,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1972,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1973,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1974,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1971,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1968,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1983,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1984,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1980,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1982,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1981,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1995,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1996,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1997,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1998,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1999,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2000,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2001,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2002,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2003,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1959,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2004,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2005,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2006,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2007,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2008,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2009,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2010,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2011,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rabies","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Rabies","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2005,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Rabies","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2012,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Rabies","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2007,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Rabies","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2008,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Rabies","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,2009,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Rabies","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,1994,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Rabies","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rabies",NA,NA,NA,"Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Felis catus","Rabies lyssavirus","Isolation"
"Felis catus","Mammalia","Carnivora","Felidae","Raccoonpox virus","Chitovirales",2006,"Author","HP3","Olival et al. 2017 Nature","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Racoonpox","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rotavirus A","Reovirales",1987,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Rotavirus a","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Rotavirus A","Reovirales",2011,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Rotavirus a","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Rotavirus A","Reovirales",2015,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Felis catus","Rotavirus a","Isolation"
"Felis catus","Mammalia","Carnivora","Felidae","Sakobuvirus a",NA,2014,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Sakobuvirus a","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Seoul orthohantavirus","Bunyavirales",2011,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Seoul","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Seoul orthohantavirus","Bunyavirales",2016,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Seoul","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Seoul orthohantavirus","Bunyavirales",NA,NA,"Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Seoul hantavirus","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Severe acute respiratory syndrome-related coronavirus","Nidovirales",2005,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Severe acute respiratory syndrome-related coronavirus","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",2013,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",2010,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",2004,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",2003,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",2002,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1999,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1998,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1997,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1996,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1995,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1994,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1993,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1991,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1990,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1989,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1987,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1984,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1981,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1980,"PubMed","EID2","Wardeh et al. 2015 Sci Data","Not specified",TRUE,FALSE,FALSE,FALSE,"Felis catus","Suid herpesvirus 1","CargoCarrier"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",2004,"Author","HP3","Olival et al. 2017 Nature","Isolation/Observation",FALSE,FALSE,TRUE,TRUE,"Felis catus","Suid herpesvirus 1","Cell culture, PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Suid alphaherpesvirus 1","Herpesvirales",1980,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Felis catus","Suid alphaherpesvirus 1","Isolation"
"Felis catus","Mammalia","Carnivora","Felidae","Torque teno virus","",2011,"Nucleotide","EID2","Wardeh et al. 2015 Sci Data","PCR/Sequencing",FALSE,FALSE,TRUE,FALSE,"Felis catus","Torque teno felis","PCR"
"Felis catus","Mammalia","Carnivora","Felidae","Torque teno virus","",2010,"PubMed","Shaw","Shaw et al. 2020 Mol Ecol","Isolation/Observation",FALSE,FALSE,FALSE,TRUE,"Felis catus","Torque teno felis","Isolation"
