VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass,PathogenType
kingella oralis,505,TRUE,Kingella oralis,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria,bacteria
klebsiella granulomatis,39824,TRUE,Klebsiella granulomatis,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,bacteria
klebsiella quasipneumoniae,1463165,TRUE,Klebsiella quasipneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,bacteria
klebsiella sp.,576,TRUE,Klebsiella sp.,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,bacteria
klebsiella variicola,244366,TRUE,Klebsiella variicola,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,bacteria
kluyvera ascorbata,51288,TRUE,Kluyvera ascorbata,Kluyvera,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,bacteria
kocuria kristinae,37923,TRUE,Rothia kristinae,Rothia,Micrococcaceae,Micrococcales,Actinomycetia,bacteria
kocuria polaris,136273,TRUE,Kocuria polaris,Kocuria,Micrococcaceae,Micrococcales,Actinomycetia,bacteria
kocuria rhizophila,72000,TRUE,Kocuria rhizophila,Kocuria,Micrococcaceae,Micrococcales,Actinomycetia,bacteria
kocuria rosea,1275,TRUE,Kocuria rosea,Kocuria,Micrococcaceae,Micrococcales,Actinomycetia,bacteria
kocuria salsicia,664639,TRUE,Kocuria salsicia,Kocuria,Micrococcaceae,Micrococcales,Actinomycetia,bacteria
kocuria varians,1272,TRUE,Kocuria varians,Kocuria,Micrococcaceae,Micrococcales,Actinomycetia,bacteria
kurthia sp.,1963358,TRUE,Kurthia sp.,Kurthia,Planococcaceae,Bacillales,Bacilli,bacteria
lachnoanaerobaculum saburreum,467210,TRUE,Lachnoanaerobaculum saburreum,Lachnoanaerobaculum,Lachnospiraceae,Eubacteriales,Clostridia,bacteria
lachnoanaerobaculum umeaense,617123,TRUE,Lachnoanaerobaculum umeaense,Lachnoanaerobaculum,Lachnospiraceae,Eubacteriales,Clostridia,bacteria
lactobacillus acidipiscis,89059,TRUE,Ligilactobacillus acidipiscis,Ligilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus catenaformis,31973,TRUE,Eggerthia catenaformis,Eggerthia,Coprobacillaceae,Erysipelotrichales,Erysipelotrichia,bacteria
lactobacillus coleohominis,181675,TRUE,Limosilactobacillus coleohominis,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus delbrueckii,1584,TRUE,Lactobacillus delbrueckii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus gastricus,227942,TRUE,Limosilactobacillus gastricus,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus helveticus,1587,TRUE,Lactobacillus helveticus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus iners,147802,TRUE,Lactobacillus iners,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus jensenii,109790,TRUE,Lactobacillus jensenii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus kalixensis,227944,TRUE,Lactobacillus kalixensis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus oris,1632,TRUE,Limosilactobacillus oris,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus parabuchneri,152331,TRUE,Lentilactobacillus parabuchneri,Lentilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus paracasei,1597,TRUE,Lacticaseibacillus paracasei,Lacticaseibacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus rhamnosus,47715,TRUE,Lacticaseibacillus rhamnosus,Lacticaseibacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus sp.,1591,TRUE,Lactobacillus sp.,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus ultunensis,227945,TRUE,Lactobacillus ultunensis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
lactobacillus vaginalis,1633,TRUE,Limosilactobacillus vaginalis,Limosilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
laribacter hongkongensis,168471,TRUE,Laribacter hongkongensis,Laribacter,Chromobacteriaceae,Neisseriales,Betaproteobacteria,bacteria
lautropia mirabilis,47671,TRUE,Lautropia mirabilis,Lautropia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,bacteria
legionella anisa,28082,TRUE,Legionella anisa,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella birminghamensis,28083,TRUE,Legionella birminghamensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella cardiaca,1071983,TRUE,Legionella cardiaca,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella cherrii,28084,TRUE,Legionella cherrii,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella cincinnatiensis,28085,TRUE,Legionella cincinnatiensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella feeleii,453,TRUE,Legionella feeleii,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella hackeliae,449,TRUE,Legionella hackeliae,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella jordanis,456,TRUE,Legionella jordanis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella lansingensis,45067,TRUE,Legionella lansingensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella londiniensis,45068,TRUE,Legionella londiniensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella longbeachae,450,TRUE,Legionella longbeachae,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella maceachernii,466,TRUE,Legionella maceachernii,Tatlockia,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella nagasakiensis,535290,TRUE,Legionella nagasakiensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella oakridgensis,29423,TRUE,Legionella oakridgensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella parisiensis,45071,TRUE,Legionella parisiensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella pneumophila,446,TRUE,Legionella pneumophila,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella rubrilucens,458,TRUE,Legionella rubrilucens,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella sainthelensi,28087,TRUE,Legionella sainthelensi,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella tucsonensis,40335,TRUE,Legionella tucsonensis,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella wadsworthii,28088,TRUE,Legionella wadsworthii,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
legionella waltersii,66969,TRUE,Legionella waltersii,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,bacteria
leifsonia aquatica,144185,TRUE,Leifsonia aquatica,Leifsonia,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
lelliottia amnigena,61646,TRUE,Lelliottia amnigena,Lelliottia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,bacteria
leminorella grimontii,82981,TRUE,Leminorella grimontii,Leminorella,Budviciaceae,Enterobacterales,Gammaproteobacteria,bacteria
leptospira broomii,301541,TRUE,Leptospira broomii,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,bacteria
leptospira canicola,173,TRUE,Leptospira interrogans,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,bacteria
leptospira grippotyphosa,29507,TRUE,Leptospira kirschneri,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,bacteria
leptospira inadai,29506,TRUE,Leptospira inadai,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,bacteria
leptospira mayottensis,1137606,TRUE,Leptospira mayottensis,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,bacteria
leptospira meyeri,29508,TRUE,Leptospira meyeri,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,bacteria
leptospira sp.,178,TRUE,Leptospira sp.,Leptospira,Leptospiraceae,Leptospirales,Spirochaetia,bacteria
leptotrichia buccalis,40542,TRUE,Leptotrichia buccalis,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,bacteria
leptotrichia goodfellowii,157692,TRUE,Pseudoleptotrichia goodfellowii,Pseudoleptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,bacteria
leptotrichia hofstadii,157688,TRUE,Leptotrichia hofstadii,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,bacteria
leptotrichia shahii,157691,TRUE,Leptotrichia shahii,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,bacteria
leptotrichia trevisanii,109328,TRUE,Leptotrichia trevisanii,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,bacteria
leptotrichia wadei,157687,TRUE,Leptotrichia wadei,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,bacteria
leuconostoc citreum,33964,TRUE,Leuconostoc citreum,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
leuconostoc fallax,1251,TRUE,Leuconostoc fallax,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
leuconostoc lactis,1246,TRUE,Leuconostoc lactis,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
leuconostoc pseudomesenteroides,33968,TRUE,Leuconostoc pseudomesenteroides,Leuconostoc,Lactobacillaceae,Lactobacillales,Bacilli,bacteria
listeria grayi,1641,TRUE,Listeria grayi,Listeria,Listeriaceae,Bacillales,Bacilli,bacteria
listeria innocua,1642,TRUE,Listeria innocua,Listeria,Listeriaceae,Bacillales,Bacilli,bacteria
listeria sp.,1960103,TRUE,Listeria sp.,Listeria,Listeriaceae,Bacillales,Bacilli,bacteria
listeria welshimeri,1643,TRUE,Listeria welshimeri,Listeria,Listeriaceae,Bacillales,Bacilli,bacteria
luteibacter rhizovicinus,242606,TRUE,Luteibacter rhizovicinus,Luteibacter,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,bacteria
malikia granosa,263067,TRUE,Malikia granosa,Malikia,Comamonadaceae,Burkholderiales,Betaproteobacteria,bacteria
mannheimia glucosida,85401,TRUE,Mannheimia glucosida,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,bacteria
mannheimia sp.,2081794,TRUE,Mannheimia sp.,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,bacteria
massilia oculi,945844,TRUE,Massilia oculi,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,bacteria
massilia timonae,47229,TRUE,Massilia timonae,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,bacteria
megasphaera micronuciformis,187326,TRUE,Megasphaera micronuciformis,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,bacteria
megasphaera sp.,2023260,TRUE,Megasphaera sp.,Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,bacteria
mesorhizobium loti,381,TRUE,Mesorhizobium loti,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,bacteria
methylobacterium mesophilicum,39956,TRUE,Methylobacterium mesophilicum,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,bacteria
methylobacterium radiotolerans,31998,TRUE,Methylobacterium radiotolerans,Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,bacteria
methylobacterium rhodesianum,29427,TRUE,Methylorubrum rhodesianum,Methylorubrum,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,bacteria
methylobacterium zatmanii,29429,TRUE,Methylorubrum zatmanii,Methylorubrum,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,bacteria
microbacterium aurum,36805,TRUE,Microbacterium aurum,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium binotii,462710,TRUE,Microbacterium binotii,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium flavescens,69366,TRUE,Microbacterium flavescens,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium foliorum,104336,TRUE,Microbacterium foliorum,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium hydrocarbonoxydans,273678,TRUE,Microbacterium hydrocarbonoxydans,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium lacticum,33885,TRUE,Microbacterium lacticum,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium oleivorans,273677,TRUE,Microbacterium oleivorans,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium phyllosphaerae,124798,TRUE,Microbacterium phyllosphaerae,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium resistens,156977,TRUE,Microbacterium resistens,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium schleiferi,69362,TRUE,Microbacterium schleiferi,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
microbacterium trichothecenolyticum,69370,TRUE,Microbacterium trichothecenolyticum,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia,bacteria
micrococcus sp.,1271,TRUE,Micrococcus sp.,Micrococcus,Micrococcaceae,Micrococcales,Actinomycetia,bacteria
microvirgula aerodenitrificans,57480,TRUE,Microvirgula aerodenitrificans,Microvirgula,Chromobacteriaceae,Neisseriales,Betaproteobacteria,bacteria
mobiluncus curtisii,2051,TRUE,Mobiluncus curtisii,Mobiluncus,Actinomycetaceae,Actinomycetales,Actinomycetia,bacteria
mobiluncus mulieris,2052,TRUE,Mobiluncus mulieris,Mobiluncus,Actinomycetaceae,Actinomycetales,Actinomycetia,bacteria
mogibacterium diversum,114527,TRUE,Mogibacterium diversum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia,bacteria
mogibacterium neglectum,114528,TRUE,Mogibacterium neglectum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia,bacteria
mogibacterium pumilum,86332,TRUE,Mogibacterium pumilum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia,bacteria
mogibacterium timidum,35519,TRUE,Mogibacterium timidum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia,bacteria
mogibacterium vescum,86333,TRUE,Mogibacterium vescum,Mogibacterium,Clostridiales Family XIII. Incertae Sedis,Eubacteriales,Clostridia,bacteria
moraxella atlantae,34059,TRUE,Moraxella atlantae,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella canis,90239,TRUE,Moraxella canis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella caprae,90240,TRUE,Moraxella caprae,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella catarrhalis,480,TRUE,Moraxella catarrhalis,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella lacunata,477,TRUE,Moraxella lacunata,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella lincolnii,90241,TRUE,Moraxella lincolnii,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella nonliquefaciens,478,TRUE,Moraxella nonliquefaciens,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella pluranimalium,470453,TRUE,Moraxella pluranimalium,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella porci,1288392,TRUE,Moraxella porci,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
moraxella sp.,479,TRUE,Moraxella sp.,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,bacteria
muribacter muris,67855,TRUE,Muribacter muris,Muribacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,bacteria
mycobacterium abscessus,36809,TRUE,Mycobacteroides abscessus,Mycobacteroides,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium algericum,1288388,TRUE,Mycolicibacter algericus,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium alsense,324058,TRUE,Mycobacterium alsense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium alvei,67081,TRUE,Mycolicibacterium alvei,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium arosiense,425468,TRUE,Mycobacterium arosiense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium arupense,342002,TRUE,Mycolicibacter arupensis,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium aubagnense,319707,TRUE,Mycolicibacterium aubagnense,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium austroafricanum,39687,TRUE,Mycolicibacterium austroafricanum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium bacteremicum,564198,TRUE,Mycolicibacterium bacteremicum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium boenickei,146017,TRUE,Mycolicibacterium boenickei,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium bohemicum,56425,TRUE,Mycobacterium bohemicum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium bolletii,36809,TRUE,Mycobacteroides abscessus,Mycobacteroides,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium bourgelatii,1273442,TRUE,Mycobacterium bourgelatii,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium branderi,43348,TRUE,Mycobacterium branderi,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium brisbanense,146020,TRUE,Mycolicibacterium brisbanense,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium canariasense,228230,TRUE,Mycolicibacterium canariasense,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium canettii,78331,TRUE,Mycobacterium canettii,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium caprae,1773,TRUE,Mycobacterium tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium chimaera,1767,TRUE,Mycobacterium intracellulare,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium chlorophenolicum,37916,TRUE,Mycolicibacterium chlorophenolicum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium colombiense,339268,TRUE,Mycobacterium colombiense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium conspicuum,44010,TRUE,Mycobacterium conspicuum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium cosmeticum,258533,TRUE,Mycolicibacterium cosmeticum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium elephantis,81858,TRUE,Mycolicibacterium elephantis,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium europaeum,761804,TRUE,Mycobacterium europaeum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium flavescens,1776,TRUE,Mycolicibacterium flavescens,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium florentinum,292462,TRUE,Mycobacterium florentinum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium gastri,1777,TRUE,Mycobacterium gastri,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium goodii,134601,TRUE,Mycolicibacterium goodii,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium heckeshornense,110505,TRUE,Mycobacterium heckeshornense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium heidelbergense,53376,TRUE,Mycobacterium heidelbergense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium heraklionense,512402,TRUE,Mycolicibacter heraklionensis,Mycolicibacter,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium immunogenum,83262,TRUE,Mycobacteroides immunogenum,Mycobacteroides,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium insubricum,444597,TRUE,Mycolicibacterium insubricum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium interjectum,33895,TRUE,Mycobacterium interjectum,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
mycobacterium intermedium,28445,TRUE,Mycobacterium intermedium,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia,bacteria
