VirusOriginal,VirusTaxID,VirusNCBIResolved,Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
onchocerca dewittei,459456,TRUE,Onchocerca dewittei,Onchocerca,Onchocercidae,Rhabditida,Chromadorea
pasteurella aerogenes,749,TRUE,[Pasteurella] aerogenes,NA,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
physocephalus sexalatus,NA,FALSE,physocephalus sexalatus,NA,NA,NA,NA
porcine adenovirus a,130369,TRUE,Porcine mastadenovirus A,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
porcine adenovirus b,130370,TRUE,Porcine mastadenovirus B,Mastadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
porcine astrovirus,1239567,TRUE,Mamastrovirus 3,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
porcine epidemic diarrhea virus,28295,TRUE,Porcine epidemic diarrhea virus,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
porcine parvovirus,1511910,TRUE,Ungulate protoparvovirus 1,Protoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
porcine reproductive and respiratory syndrome virus 1,2499680,TRUE,Betaarterivirus suid 1,Betaarterivirus,Arteriviridae,Nidovirales,Pisoniviricetes
porcine rubulavirus,2560645,TRUE,Porcine orthorubulavirus,Orthorubulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
porcine teschovirus,118140,TRUE,Teschovirus A,Teschovirus,Picornaviridae,Picornavirales,Pisoniviricetes
porcine torovirus,237020,TRUE,Porcine torovirus,Torovirus,Tobaniviridae,Nidovirales,Pisoniviricetes
porcine type-c oncovirus,369960,TRUE,Porcine type-C oncovirus,Gammaretrovirus,Retroviridae,Ortervirales,Revtraviricetes
providencia rettgeri,587,TRUE,Providencia rettgeri,Providencia,Morganellaceae,Enterobacterales,Gammaproteobacteria
rhizopus microsporus,58291,TRUE,Rhizopus microsporus,Rhizopus,Rhizopodaceae,Mucorales,Mucoromycetes
sapporo virus,95342,TRUE,Sapporo virus,Sapovirus,Caliciviridae,Picornavirales,Pisoniviricetes
sarcocystis suihominis,102713,TRUE,Sarcocystis suihominis,Sarcocystis,Sarcocystidae,Eucoccidiorida,Conoidasida
seneca valley virus,390157,TRUE,Senecavirus A,Senecavirus,Picornaviridae,Picornavirales,Pisoniviricetes
stephanurus dentatus,321369,TRUE,Stephanurus dentatus,Stephanurus,Stephanuridae,Strongylida,Chromadorea
streptococcus ferus,1345,TRUE,Streptococcus ferus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli
strongyloides ransomi,553534,TRUE,Strongyloides ransomi,Strongyloides,Strongyloididae,Rhabditida,Chromadorea
swine vesicular disease virus,138949,TRUE,Enterovirus B,Enterovirus,Picornaviridae,Picornavirales,Pisoniviricetes
swinepox virus,10276,TRUE,Swinepox virus,Suipoxvirus,Poxviridae,Chitovirales,Pokkesviricetes
trichinella britovi,45882,TRUE,Trichinella britovi,Trichinella,Trichinellidae,Trichinellida,Enoplea
trichinella murrelli,144512,TRUE,Trichinella murrelli,Trichinella,Trichinellidae,Trichinellida,Enoplea
trichinella papuae,268474,TRUE,Trichinella papuae,Trichinella,Trichinellidae,Trichinellida,Enoplea
trichophyton rubrum,5551,TRUE,Trichophyton rubrum,Trichophyton,Arthrodermataceae,Onygenales,Eurotiomycetes
trichuris suis,68888,TRUE,Trichuris suis,Trichuris,Trichuridae,Trichinellida,Enoplea
tritrichomonas suis,56690,TRUE,Tritrichomonas suis,Tritrichomonas,Tritrichomonadidae,Tritrichomonadida,NA
acholeplasma granularum,264635,TRUE,Acholeplasma granularum,Acholeplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes
actinobacillus porcinus,51048,TRUE,Actinobacillus porcinus,Actinobacillus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
actinobacillus rossii,123820,TRUE,[Actinobacillus] rossii,NA,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
arcanobacterium abortisuis,445930,TRUE,Trueperella abortisuis,Trueperella,Actinomycetaceae,Actinomycetales,Actinomycetia
arcobacter trophiarum,708186,TRUE,Aliarcobacter trophiarum,Aliarcobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria
artyfechinostomum sufrartyfex,408854,TRUE,Artyfechinostomum sufrartyfex,Artyfechinostomum,Echinostomatidae,Plagiorchiida,Trematoda
bacteroides coprosuis,151276,TRUE,Bacteroides coprosuis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia
bacteroides helcogenes,290053,TRUE,Bacteroides helcogenes,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia
bifidobacterium pseudolongum,1694,TRUE,Bifidobacterium pseudolongum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinomycetia
clostridium tertium,1559,TRUE,Clostridium tertium,Clostridium,Clostridiaceae,Eubacteriales,Clostridia
corynebacterium xerosis,1725,TRUE,Corynebacterium xerosis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinomycetia
entamoeba suis,359305,TRUE,Entamoeba suis,Entamoeba,Entamoebidae,Mastigamoebida,NA
eperythrozoon parvum,984991,TRUE,Mycoplasma parvum,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes
gastrodiscoides hominis,408852,TRUE,Gastrodiscoides hominis,Gastrodiscoides,Paramphistomidae,Plagiorchiida,Trematoda
lactobacillus amylovorus,1604,TRUE,Lactobacillus amylovorus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli
metastrongylus asymmetricus,55273,TRUE,Metastrongylus asymmetricus,Metastrongylus,Metastrongylidae,Strongylida,Chromadorea
methanobrevibacter gottschalkii,190974,TRUE,Methanobrevibacter gottschalkii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria
mycobacterium porcinum,39693,TRUE,Mycolicibacterium porcinum,Mycolicibacterium,Mycobacteriaceae,Corynebacteriales,Actinomycetia
odoribacter splanchnicus,28118,TRUE,Odoribacter splanchnicus,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia
orbus hercynius,593135,TRUE,Orbus hercynius,Orbus,Orbaceae,Orbales,Gammaproteobacteria
pasteurella mairii,757,TRUE,[Pasteurella] mairii,NA,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
porcine enterovirus b,106966,TRUE,Enterovirus G,Enterovirus,Picornaviridae,Picornavirales,Pisoniviricetes
porcine sapelovirus,686984,TRUE,Sapelovirus A,Sapelovirus,Picornaviridae,Picornavirales,Pisoniviricetes
reston ebolavirus,186539,TRUE,Reston ebolavirus,Ebolavirus,Filoviridae,Mononegavirales,Monjiviricetes
staphylococcus rostri,522262,TRUE,Staphylococcus rostri,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli
streptococcus hyointestinalis,1337,TRUE,Streptococcus hyointestinalis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli
streptococcus porci,502567,TRUE,Streptococcus porci,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli
tetratrichomonas buttreyi,321954,TRUE,Tetratrichomonas buttreyi,Tetratrichomonas,Trichomonadidae,Trichomonadida,NA
torque teno sus virus 1,687386,TRUE,Torque teno sus virus 1a,Iotatorquevirus,Anelloviridae,NA,NA
torque teno sus virus 2,687387,TRUE,Torque teno sus virus 1b,Iotatorquevirus,Anelloviridae,NA,NA
torque teno virus 1,687340,TRUE,Torque teno virus 1,Alphatorquevirus,Anelloviridae,NA,NA
torque teno virus 2,687341,TRUE,Torque teno virus 2,Alphatorquevirus,Anelloviridae,NA,NA
treponema succinifaciens,167,TRUE,Treponema succinifaciens,Treponema,Spirochaetaceae,Spirochaetales,Spirochaetia
veillonella magna,464322,TRUE,Veillonella magna,Veillonella,Veillonellaceae,Veillonellales,Negativicutes
porcine circovirus-1,133704,TRUE,Porcine circovirus 1,Circovirus,Circoviridae,Cirlivirales,Arfiviricetes
porcine hemagglutinating encephalomyelitis virus,694003,TRUE,Betacoronavirus 1,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
transmissible gastroenteritis virus,693997,TRUE,Alphacoronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
banna virus,77763,TRUE,Banna virus,Seadornavirus,Reoviridae,Reovirales,Resentoviricetes
opisthorchis noverca,1269762,TRUE,Opisthorchis noverca,Opisthorchis,Opisthorchiidae,Opisthorchiida,Trematoda
providencia alcalifaciens,126385,TRUE,Providencia alcalifaciens,Providencia,Morganellaceae,Enterobacterales,Gammaproteobacteria
bothriocephalus acheilognathi,135513,TRUE,Schyzocotyle acheilognathi,Schyzocotyle,Bothriocephalidae,Bothriocephalidea,Cestoda
dollfustrema hefeiensis,438692,TRUE,Dollfustrema hefeiensis,Dollfustrema,Bucephalidae,Strigeidida,Trematoda
dactylogyrus auriculatus,231282,TRUE,Dactylogyrus auriculatus,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
dactylogyrus chranilowi,231287,TRUE,Dactylogyrus chranilowi,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
paradiplozoon nagibinae,230729,TRUE,Paradiplozoon nagibinae,Paradiplozoon,Diplozoidae,Mazocraeidea,Monogenea
gyrodactylus elegans,147589,TRUE,Gyrodactylus elegans,Gyrodactylus,Gyrodactylidae,Gyrodactylidea,Monogenea
dactylogyrus falcatus,231317,TRUE,Dactylogyrus falcatus,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
dactylogyrus wunderi,231344,TRUE,Dactylogyrus wunderi,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
dactylogyrus zandti,231345,TRUE,Dactylogyrus zandti,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
diplozoon paradoxum,164266,TRUE,Diplozoon paradoxum,Diplozoon,Diplozoidae,Mazocraeidea,Monogenea
goussia balatonica,947538,TRUE,Goussia balatonica,Goussia,Eimeriidae,Eucoccidiorida,Conoidasida
ligula intestinalis,94845,TRUE,Ligula intestinalis,Ligula,Diphyllobothriidae,Diphyllobothriidea,Cestoda
naegleria pagei,234920,TRUE,Naegleria pagei,Naegleria,Vahlkampfiidae,NA,NA
spring viraemia of carp virus,696863,TRUE,Carp sprivivirus,Sprivivirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
dactylogyrus propinquus,231332,TRUE,Dactylogyrus propinquus,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
bivesicula unexpecta,232607,TRUE,Bivesicula unexpecta,Bivesicula,Bivesiculidae,Azygiida,Trematoda
lepotrema clavatum,681689,TRUE,Lepotrema clavatum,Lepotrema,Lepocreadiidae,Plagiorchiida,Trematoda
pseudodactylogyrus haze,165851,TRUE,Pseudodactylogyrus haze,Pseudodactylogyrus,Pseudodactylogyridae,Dactylogyridea,Monogenea
vibrio harveyi,669,TRUE,Vibrio harveyi,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria
benedenia anticavaginata,651774,TRUE,Benedenia anticavaginata,Benedenia,Capsalidae,Capsalidea,Monogenea
prototransversotrema steeri,232610,TRUE,Prototransversotrema steeri,Prototransversotrema,Transversotrematidae,Azygiida,Trematoda
transversotrema licinum,909069,TRUE,Transversotrema licinum,Transversotrema,Transversotrematidae,Azygiida,Trematoda
lamellodiscus donatellae,630949,TRUE,Lamellodiscus donatellae,Lamellodiscus,Diplectanidae,Dactylogyridea,Monogenea
infectious spleen and kidney necrosis virus,180170,TRUE,Infectious spleen and kidney necrosis virus,Megalocytivirus,Iridoviridae,Pimascovirales,Megaviricetes
epulopiscium fishelsoni,77094,TRUE,Epulopiscium fishelsoni,Epulopiscium,Lachnospiraceae,Eubacteriales,Clostridia
amphilina foliacea,507538,TRUE,Amphilina foliacea,Amphilina,Amphilinidae,Amphilinidea,Cestoda
acinetobacter junii,40215,TRUE,Acinetobacter junii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
yersinia ruckeri,29486,TRUE,Yersinia ruckeri,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria
acipenserid herpesvirus 2,320884,TRUE,Acipenserid herpesvirus 2,Ictalurivirus,Alloherpesviridae,Herpesvirales,Herviviricetes
sturgeon adenovirus a,691958,TRUE,Sturgeon ichtadenovirus A,Ichtadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
photobacterium kishitanii,318456,TRUE,Photobacterium kishitanii,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria
photobacterium leiognathi,553611,TRUE,Photobacterium leiognathi,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria
cephalobothrium aetobatidis,108269,TRUE,Cephalobothrium aetobatidis,Cephalobothrium,Lecanicephalidae,Lecanicephalidea,Cestoda
oncomegas australiensis,389923,TRUE,Oncomegas australiensis,Oncomegas,Eutetrarhynchidae,Trypanorhyncha,Cestoda
ageneiella brevifilis,100412,TRUE,Mariauxiella brevifilis,Mariauxiella,Proteocephalidae,Proteocephalidea,Cestoda
gibsoniela meursaulti,100425,TRUE,Gibsoniela meursaulti,Gibsoniela,Monticelliidae,Proteocephalidea,Cestoda
gyrodactylus hronosus,147594,TRUE,Gyrodactylus hronosus,Gyrodactylus,Gyrodactylidae,Gyrodactylidea,Monogenea
allocreadium isoporum,696493,TRUE,Allocreadium isoporum,Allocreadium,Allocreadiidae,Plagiorchiida,Trematoda
dactylogyrus fraternus,231322,TRUE,Dactylogyrus fraternus,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
dactylogyrus minor,142932,TRUE,Dactylogyrus minor,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
dactylogyrus parvus,231331,TRUE,Dactylogyrus parvus,Dactylogyrus,Dactylogyridae,Dactylogyridea,Monogenea
gyrodactylus alburnensis,147597,TRUE,Gyrodactylus laevis,Gyrodactylus,Gyrodactylidae,Gyrodactylidea,Monogenea
gyrodactylus carassii,147587,TRUE,Gyrodactylus carassii,Gyrodactylus,Gyrodactylidae,Gyrodactylidea,Monogenea
gyrodactylus gracilihamatus,147593,TRUE,Gyrodactylus gracilihamatus,Gyrodactylus,Gyrodactylidae,Gyrodactylidea,Monogenea
lecithophyllum botryophorum,73079,TRUE,Lecithophyllum botryophorum,Lecithophyllum,NA,NA,Trematoda
octomacrum mexicanum,57258,TRUE,Octomacrum mexicanum,Octomacrum,Octomacridae,Mazocraeidea,Monogenea
margotrema bravoe,418526,TRUE,Margotrema bravoae,Margotrema,Allocreadiidae,Plagiorchiida,Trematoda
litobothrium amplifica,108271,TRUE,Litobothrium amplifica,Litobothrium,Litobothriidae,Litobothriidea,Cestoda
litobothrium janovyi,133186,TRUE,Litobothrium janovyi,Litobothrium,Litobothriidae,Litobothriidea,Cestoda
paenibacillus thiaminolyticus,49283,TRUE,Paenibacillus thiaminolyticus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli
ichthyophonus hoferi,39843,TRUE,Ichthyophonus hoferi,Ichthyophonus,Ichthyophonidae,Ichthyophonida,Ichthyosporea
neoechinorhynchus golvani,644359,TRUE,Neoechinorhynchus golvani,Neoechinorhynchus,Neoechinorhynchidae,Neoechinorhynchida,Eoacanthocephala
calicotyle kroyeri,144748,TRUE,Calicotyle kroyeri,Calicotyle,Monocotylidae,Monocotylidea,Monogenea
dictyocotyle coeliaca,82855,TRUE,Dictyocotyle coeliaca,Dictyocotyle,Monocotylidae,Monocotylidea,Monogenea
echeneibothrium canadensis,439973,TRUE,Echeneibothrium canadensis,Echeneibothrium,Echeneibothriidae,Rhinebothriidea,Cestoda
echeneibothrium vernetae,439974,TRUE,Echeneibothrium vernetae,Echeneibothrium,Echeneibothriidae,Rhinebothriidea,Cestoda
grillotia erinaceus,82850,TRUE,Grillotia erinaceus,Grillotia,Lacistorhynchidae,Trypanorhyncha,Cestoda
pseudanthobothrium hanseni,439972,TRUE,Pseudanthobothrium hanseni,Pseudanthobothrium,Echeneibothriidae,Rhinebothriidea,Cestoda
corallobothrium parafimbriatum,2715217,TRUE,Corallotaenia parafimbriata,Corallotaenia,Proteocephalidae,Proteocephalidea,Cestoda
corallotaenia intermedia,109202,TRUE,Corallotaenia intermedia,Corallotaenia,Proteocephalidae,Proteocephalidea,Cestoda
corallotaenia minutia,279915,TRUE,Corallotaenia minutia,Corallotaenia,Proteocephalidae,Proteocephalidea,Cestoda
european catfish virus,100217,TRUE,Epizootic haematopoietic necrosis virus,Ranavirus,Iridoviridae,Pimascovirales,Megaviricetes
ictalurid herpesvirus 2,508441,TRUE,Ictalurid herpesvirus 2,Ictalurivirus,Alloherpesviridae,Herpesvirales,Herviviricetes
phyllodistomum lacustri,415299,TRUE,Phyllodistomum lacustri,Phyllodistomum,Gorgoderidae,Plagiorchiida,Trematoda
cleidodiscus pricei,198459,TRUE,Cleidodiscus pricei,Cleidodiscus,Ancylodiscoididae,Dactylogyridea,Monogenea
haplobothrium globuliforme,108250,TRUE,Haplobothrium globuliforme,Haplobothrium,Haplobothriidae,Haplobothriidea,Cestoda
macroderoides trilobatus,572539,TRUE,Macroderoides trilobatus,Macroderoides,Macroderoididae,Plagiorchiida,Trematoda
macroderoides typicus,177587,TRUE,Macroderoides typicus,Macroderoides,Macroderoididae,Plagiorchiida,Trematoda
proteocephalus ambloplitis,100446,TRUE,Proteocephalus ambloplitis,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda
proteocephalus perplexus,108484,TRUE,Proteocephalus perplexus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda
trianchoratus gussevi,307084,TRUE,Trianchoratus gussevi,Trianchoratus,Ancyrocephalidae,Dactylogyridea,Monogenea
fellodistomum agnotum,128744,TRUE,Fellodistomum agnotum,Fellodistomum,Fellodistomidae,Strigeidida,Trematoda
fellodistomum fellis,27887,TRUE,Fellodistomum fellis,Fellodistomum,Fellodistomidae,Strigeidida,Trematoda
lepidophyllum steenstrupi,116879,TRUE,Lepidophyllum steenstrupi,Lepidophyllum,Zoogonidae,Plagiorchiida,Trematoda
peracreadium idoneum,99408,TRUE,Peracreadium idoneum,Peracreadium,Opecoelidae,Plagiorchiida,Trematoda
pleistophora ehrenbaumi,73783,TRUE,Pleistophora ehrenbaumi,Pleistophora,Pleistophoridae,NA,NA
aeromonas bestiarum,105751,TRUE,Aeromonas bestiarum,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria
anguillicoloides crassus,620897,TRUE,Anguillicola crassus,Anguillicola,Anguillicolidae,Rhabditida,Chromadorea
bothriocephalus claviceps,56209,TRUE,Bothriocephalus claviceps,Bothriocephalus,Bothriocephalidae,Bothriocephalidea,Cestoda
delftia acidovorans,80866,TRUE,Delftia acidovorans,Delftia,Comamonadaceae,Burkholderiales,Betaproteobacteria
edwardsiella tarda,636,TRUE,Edwardsiella tarda,Edwardsiella,Hafniaceae,Enterobacterales,Gammaproteobacteria
eimeria anguillae,947528,TRUE,Eimeria anguillae,Eimeria,Eimeriidae,Eucoccidiorida,Conoidasida
flavobacterium psychrophilum,96345,TRUE,Flavobacterium psychrophilum,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
gyrodactylus anguillae,163383,TRUE,Gyrodactylus anguillae,Gyrodactylus,Gyrodactylidae,Gyrodactylidea,Monogenea
infectious pancreatic necrosis virus,11002,TRUE,Infectious pancreatic necrosis virus,Aquabirnavirus,Birnaviridae,NA,NA
proteocephalus macrocephalus,101341,TRUE,Proteocephalus macrocephalus,Proteocephalus,Proteocephalidae,Proteocephalidea,Cestoda
pseudodactylogyrus anguillae,158310,TRUE,Pseudodactylogyrus anguillae,Pseudodactylogyrus,Pseudodactylogyridae,Dactylogyridea,Monogenea
pseudodactylogyrus bini,165850,TRUE,Pseudodactylogyrus bini,Pseudodactylogyrus,Pseudodactylogyridae,Dactylogyridea,Monogenea
trypanosoma granulosum,260170,TRUE,Trypanosoma granulosum,Trypanosoma,Trypanosomatidae,Trypanosomatida,Kinetoplastea
viral hemorrhagic septicemia virus,1980916,TRUE,Piscine novirhabdovirus,Novirhabdovirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
anguillicoloides novaezelandiae,620898,TRUE,Anguillicola novaezelandiae,Anguillicola,Anguillicolidae,Rhabditida,Chromadorea
anguillicola globiceps,70163,TRUE,Anguillicola globiceps,Anguillicola,Anguillicolidae,Rhabditida,Chromadorea
gyrodactylus nipponensis,163384,TRUE,Gyrodactylus nipponensis,Gyrodactylus,Gyrodactylidae,Gyrodactylidea,Monogenea
heterosporis anguillarum,184033,TRUE,Heterosporis anguillarum,Heterosporis,Pleistophoridae,NA,NA
listonella anguillarum,55601,TRUE,Vibrio anguillarum,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria
anguillicoloides papernai,620899,TRUE,Anguillicola papernai,Anguillicola,Anguillicolidae,Rhabditida,Chromadorea
anguillicoloides australiensis,620896,TRUE,Anguillicola australiensis,Anguillicola,Anguillicolidae,Rhabditida,Chromadorea
paracardicoloides yamagutii,45380,TRUE,Paracardicoloides yamagutii,Paracardicoloides,Aporocotylidae,Strigeidida,Trematoda
anisakis paggiae,342603,TRUE,Anisakis paggiae,Anisakis,Anisakidae,Rhabditida,Chromadorea
loma richardi,913571,TRUE,Loma richardi,Loma,Glugeidae,NA,NA
fossobothrium perplexum,389897,TRUE,Fossobothrium perplexum,Fossobothrium,Otobothriidae,Trypanorhyncha,Cestoda
proenenterum ericotylum,681705,TRUE,Proenenterum ericotylum,Proenenterum,Enenteridae,Plagiorchiida,Trematoda
proenenterum isocotylum,681706,TRUE,Proenenterum isocotylum,Proenenterum,Enenteridae,Plagiorchiida,Trematoda
microbacterium oxydans,82380,TRUE,Microbacterium oxydans,Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetia
psychrobacter arcticus,334543,TRUE,Psychrobacter arcticus,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
psychrobacter celer,306572,TRUE,Psychrobacter celer,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
homalometron armatum,232687,TRUE,Homalometron armatum,Homalometron,Apocreadiidae,Plagiorchiida,Trematoda
pseudodactylogyroides apogonis,165853,TRUE,Pseudodactylogyroides apogonis,Pseudodactylogyroides,Pseudodactylogyridae,Dactylogyridea,Monogenea
pleorchis uku,355613,TRUE,Pleorchis uku,Pleorchis,Acanthocolpidae,Opisthorchiida,Trematoda
pseudonitzschia uku,651814,TRUE,Pseudonitzschia uku,Pseudonitzschia,Capsalidae,Capsalidea,Monogenea
retrovarium sablae,439801,TRUE,Retrovarium sablae,Retrovarium,Cryptogonimidae,Opisthorchiida,Trematoda
ditrachybothridium macrocephalum,272812,TRUE,Ditrachybothridium macrocephalum,Ditrachybothridium,Echinobothriidae,Diphyllidea,Cestoda
branchotenthes octohamatus,555982,TRUE,Branchotenthes octohamatus,Branchotenthes,Hexabothriidae,Diclybothriidea,Monogenea
calicotyle australis,555975,TRUE,Calicotyle australis,Calicotyle,Monocotylidae,Monocotylidea,Monogenea
pseudoleptobothrium aptychotremae,555983,TRUE,Pseudoleptobothrium aptychotremae,Pseudoleptobothrium,Microbothriidae,Monocotylidea,Monogenea
