Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
plasmodium vinckei,plasmodium vinckei,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Middle Africa,"CF,CD,CM"
plasmodium yoelii,plasmodium yoelii,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Middle Africa, Western Africa","CD,NG,CF,CM,CG"
platybothrium auriculatum,platybothrium auriculatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
plautia stali intestine,plautia stali intestine,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
plectanocotyle gurnardi,plectanocotyle gurnardi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Western Europe","GB,FR"
plectanocotyloides obscurum,plectanocotyloides obscurum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
plectosphaerella cucumerina,plectosphaerella cucumerina,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, South America, Northern America, Eastern Asia, Southern Asia, Northern Europe, Southern Europe, Western Europe, Australia and New Zealand","DK,EG,AU,US,EC,ES,IN,CN,DE,AT,IT"
pleistophora ehrenbaumi,pleistophora ehrenbaumi,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pleistophora finisterrensis,pleistophora finisterrensis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pleistophora hippoglossoideos,pleistophora hippoglossoideos,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
pleistophora hyphessobryconis,pleistophora hyphessobryconis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pleistophora mirandellae,pleistophora mirandellae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,FI
pleistophora mulleri,pleistophora mulleri,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pleistophora ovariae,pleistophora ovariae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
pleistophora typicalis,pleistophora typicalis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
pleorchis uku,pleorchis uku,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
plerurus digitatus,plerurus digitatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
plethorchis acanthus,plethorchis acanthus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pleurogenes claviger,pleurogenes claviger,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
pleurogenoides medians,pleurogenoides medians,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
pneumocystis gerbil,pneumocystis gerbil,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pneumocystis murina,pneumocystis murina,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pneumocystis oryctolagi,pneumocystis oryctolagi,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pneumocystis wakefieldiae,pneumocystis wakefieldiae,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,TH
podocotyle scorpaenae,podocotyle scorpaenae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
podocotyloides stenometra,podocotyloides stenometra,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
podospora anserina,podospora anserina,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
poecilancistrium caryophyllum,poecilancistrium caryophyllum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
poikilolaimus floridensis,poikilolaimus floridensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
polylabris heterodus,polylabris heterodus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
polylabris sillaginae,polylabris sillaginae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
polylekithum catahoulensis,polylekithum catahoulensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
polylekithum ictaluri,polylekithum ictaluri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
polymorphus brevis,polymorphus brevis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
polymorphus minutus,polymorphus minutus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
polyonchobothrium clarias,polyonchobothrium clarias,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
polyonchobothrium polypteri,polyonchobothrium polypteri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Eastern Europe","SD,RU"
polyplastron multivesiculatum,polyplastron multivesiculatum,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
polystoma australis,polystoma australis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Africa,ZA
polystoma baeri,polystoma baeri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Africa,CI
polystoma claudecombesi,polystoma claudecombesi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
polystoma combesi,polystoma combesi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,BG
polystoma cuvieri,polystoma cuvieri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,PY
polystoma dawiekoki,polystoma dawiekoki,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Southern Africa","TZ,ZA"
polystoma fuscus,polystoma fuscus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,BG
polystoma gallieni,polystoma gallieni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Western Europe, Australia and New Zealand","FR,AU"
polystoma indicum,polystoma indicum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Asia,IN
polystoma integerrimum,polystoma integerrimum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
polystoma lopezromani,polystoma lopezromani,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,PY
polystoma marmorati,polystoma marmorati,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Africa,ZA
polystoma nearcticum,polystoma nearcticum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
polystoma occipitalis,polystoma occipitalis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Africa,CI
polystoma pelobatis,polystoma pelobatis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
polystoma testimagna,polystoma testimagna,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Africa,ZA
polystoma umthakathi,polystoma umthakathi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Africa,ZA
polystomoides asiaticus,polystomoides asiaticus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,MY
polystomoides bourgati,polystomoides bourgati,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Western Africa, South-eastern Asia","TG,MY"
polystomoides coronatum,polystomoides coronatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
polystomoides malayi,polystomoides malayi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,MY
polystomoides oris,polystomoides oris,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,AT
polystomoides renschii,polystomoides renschii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
polystomoides siebenrockiella,polystomoides siebenrockiella,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South-eastern Asia, Southern Asia","MY,IN"
pomphorhynchus laevis,pomphorhynchus laevis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Northern Europe, Southern Europe, Western Europe","IT,HU,GB,FR,IE"
pomphorhynchus tereticollis,pomphorhynchus tereticollis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Western Europe","FR,RU"
pongine herpesvirus 2,pongine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
ponticoccus gilvus,ponticoccus gilvus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,MX
poracanthium furcatum,poracanthium furcatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
porcine adenovirus a,porcine adenovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
porcine adenovirus b,porcine adenovirus b,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
porcine astrovirus,porcine astrovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
porcine circovirus,porcine circovirus-1,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
porcine epidemic diarrhea,porcine epidemic diarrhea,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
porcine hemagglutinating encephalomyelitis,porcine hemagglutinating encephalomyelitis,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
porcine parvovirus,porcine parvovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Northern America, Eastern Asia, Southern Asia, Northern Europe, Western Europe","DE,CN,IN,BR,US,GB,CA"
porcine reproductive and respiratory syndrome,porcine reproductive and respiratory syndrome virus 1,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
porcine rubulavirus,porcine rubulavirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
porcine sapelovirus,porcine sapelovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Europe","CN,IT,ES"
porcine teschovirus,porcine teschovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Caribbean, Eastern Asia, Southern Europe, Western Europe","CN,IT,HT,ES,DE"
porcine torovirus,porcine torovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Southern Europe, Western Europe","HU,NL,ES,IT"
porrocaecum streperae,porrocaecum streperae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
possum adenovirus,possum adenovirus,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
postlepidapedon uberis,postlepidapedon uberis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
potamotrygonocotyle aramasae,potamotrygonocotyle aramasae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,BR
potamotrygonocotyle rarum,potamotrygonocotyle rarum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,BR
potamotrygonocotyle rionegrense,potamotrygonocotyle rionegrense,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,"PE,BR"
potaspora morhaphis,potaspora morhaphis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
poteriostomum imparidentatum,poteriostomum imparidentatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
poteriostomum ratzii,poteriostomum ratzii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
preptetos caballeroi,preptetos caballeroi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
preptetos laguncula,preptetos laguncula,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Australia and New Zealand, Polynesia","AU,PF"
preptetos trulla,preptetos trulla,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Caribbean,JM
preussia africana,preussia africana,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,BR
preussia australis,preussia australis,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
preussia minima,preussia minima,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,SE
prevotella brevis,prevotella brevis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
pricea multae,pricea multae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prismatospora evansi,prismatospora evansi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pristionchus uniformis,pristionchus uniformis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Southern Europe, Western Europe","DE,US,FR,RS"
probolocoryphe uca,probolocoryphe uca,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
probstmayria vivipara,probstmayria vivipara,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
procamallanus fulvidraconis,procamallanus fulvidraconis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Western Europe","AT,CN"
procamallanus laevionchus,procamallanus laevionchus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
procamallanus sigani,procamallanus sigani,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prochristianella clarkeae,prochristianella clarkeae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
prochristianella macracantha,prochristianella macracantha,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,MY
proctoeces maculatus,proctoeces maculatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
prodistomum keyam,prodistomum keyam,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
prodistomum priedei,prodistomum priedei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
proemotobothrium linstowi,proemotobothrium linstowi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
proenenterum ericotylum,proenenterum ericotylum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
proenenterum isocotylum,proenenterum isocotylum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
profilicollis altmani,profilicollis altmani,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
profilicollis botulus,profilicollis botulus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
progamotaenia diaphana,progamotaenia diaphana,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
progamotaenia effigia,progamotaenia effigia,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
progamotaenia ewersi,progamotaenia ewersi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
progamotaenia festiva,progamotaenia festiva,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
progamotaenia macropodis,progamotaenia macropodis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
propionibacterium australiense,propionibacterium australiense,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prosobothrium armigerum,prosobothrium armigerum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
prosogonotrema bilabiatum,prosogonotrema bilabiatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
prosorhynchoides gracilescens,prosorhynchoides gracilescens,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
prosorhynchus freitasi,prosorhynchus freitasi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prosorhynchus longisaccatus,prosorhynchus longisaccatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prosorhynchus maternus,prosorhynchus maternus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prosorhynchus serrani,prosorhynchus serrani,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prosotocus confusus,prosotocus confusus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
prospect hill,prospect hill,virus,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prosthenhystera obesa,prosthenhystera obesa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Western Asia","IL,PE"
prosthodendrium longiforme,prosthodendrium longiforme,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
prosthodendrium parvouterus,prosthodendrium parvouterus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
prosthogonimus cuneatus,prosthogonimus cuneatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
prosthogonimus ovatus,prosthogonimus ovatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
protaspis grandis,protaspis grandis,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
proteocephalus ambloplitis,proteocephalus ambloplitis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
proteocephalus chamelensis,proteocephalus chamelensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,MX
proteocephalus filicollis,proteocephalus filicollis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
proteocephalus hemioliopteri,proteocephalus hemioliopteri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,BR
proteocephalus macrocephalus,proteocephalus macrocephalus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
proteocephalus midoriensis,proteocephalus midoriensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
proteocephalus percae,proteocephalus percae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
proteocephalus perplexus,proteocephalus perplexus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
proteocephalus pirarara,proteocephalus pirarara,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,BR
proteocephalus plecoglossi,proteocephalus plecoglossi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
proteocephalus tetrastomus,proteocephalus tetrastomus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia","CA,JP"
proteocephalus torulosus,proteocephalus torulosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
protofasciola robusta,protofasciola robusta,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
protogyrodactylus amacleithrium,protogyrodactylus amacleithrium,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Africa,EG
protogyrodactylus johnstonettiegsi,protogyrodactylus johnstonettiegsi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Africa,EG
protomagalhaensia granulosae,protomagalhaensia granulosae,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
protomagalhaensia wolfi,protomagalhaensia wolfi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
protoopalina intestinalis,protoopalina intestinalis,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
protoopalina japonica,protoopalina japonica,others,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
protopolystoma occidentalis,protopolystoma occidentalis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Africa,TG
protopolystoma orientalis,protopolystoma orientalis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Africa,SZ
protopolystoma simplicis,protopolystoma simplicis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Africa,UG
protopolystoma xenopodis,protopolystoma xenopodis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Southern Africa","UG,ZA"
protostrongylus rufescens,protostrongylus rufescens,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
prototransversotrema steeri,prototransversotrema steeri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
protozoophaga obesa,protozoophaga obesa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
providencia burhodogranariea,providencia burhodogranariea,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
providencia vermicola,providencia vermicola,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Asia","IN,CN"
provitellus turrum,provitellus turrum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pseudalius inflexus,pseudalius inflexus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
pseudanthobothrium hanseni,pseudanthobothrium hanseni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudanthobothrium purtoni,pseudanthobothrium purtoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudaxine trachuri,pseudaxine trachuri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
pseudidiogenes nana,pseudidiogenes nana,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
pseudidiomarina homiensis,pseudidiomarina homiensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudoalteromonas atlantica,pseudoalteromonas atlantica,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,"JP,CN"
pseudoalteromonas citrea,pseudoalteromonas citrea,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,"GB,DK"
pseudoalteromonas flavipulchra,pseudoalteromonas flavipulchra,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
pseudoalteromonas luteoviolacea,pseudoalteromonas luteoviolacea,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
pseudoalteromonas maricaloris,pseudoalteromonas maricaloris,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudoalteromonas marina,pseudoalteromonas marina,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,"KR,CN"
pseudoalteromonas prydzensis,pseudoalteromonas prydzensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Northern America, Western Asia","EG,US,KW"
pseudoalteromonas ruthenica,pseudoalteromonas ruthenica,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudoalteromonas spongiae,pseudoalteromonas spongiae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Africa, Eastern Asia","CN,HK,RE"
pseudobotrialepis globosoides,pseudobotrialepis globosoides,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudobutyrivibrio ruminis,pseudobutyrivibrio ruminis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
pseudobutyrivibrio xylanivorans,pseudobutyrivibrio xylanivorans,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Africa, Northern America, Eastern Europe, Southern Europe","US,SI,CZ,ZA"
pseudochrobactrum saccharolyticum,pseudochrobactrum saccharolyticum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Southern Asia, Southern Europe","IN,ES,CN"
pseudoclavibacter helvolus,pseudoclavibacter helvolus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, South-eastern Asia, Western Europe","MY,CN,FR"
pseudocohnilembus hargisi,pseudocohnilembus hargisi,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,KR
pseudocohnilembus longisetus,pseudocohnilembus longisetus,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudocohnilembus persalinus,pseudocohnilembus persalinus,protozoa,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,KR
pseudocorynosoma anatarium,pseudocorynosoma anatarium,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudocorynosoma constrictum,pseudocorynosoma constrictum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudodactylogyroides apogonis,pseudodactylogyroides apogonis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
pseudodactylogyrus anguillae,pseudodactylogyrus anguillae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Africa,ZA
pseudodactylogyrus bini,pseudodactylogyrus bini,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Western Europe","JP,AT"
pseudodactylogyrus haze,pseudodactylogyrus haze,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
pseudodiplorchis americanus,pseudodiplorchis americanus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
pseudogilquinia microbothria,pseudogilquinia microbothria,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pseudogilquinia pillersi,pseudogilquinia pillersi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pseudohaliotrema sphincteroporus,pseudohaliotrema sphincteroporus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pseudolacistorhynchus heroniensis,pseudolacistorhynchus heroniensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pseudoleptobothrium aptychotremae,pseudoleptobothrium aptychotremae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
pseudoloma neurophilia,pseudoloma neurophilia,fungi,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
pseudomegasolena ishigakiense,pseudomegasolena ishigakiense,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
