Pathogen_Original,PathogenName_Harmonised,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,VectorBorne,Vector_GIDEON,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
african horse sickness,african horse sickness,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
african swine fever,african swine fever,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
africanostrongylus buceros,africanostrongylus buceros,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
agriostomum cursoni,agriostomum cursoni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
agriostomum equidentatum,agriostomum equidentatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
agriostomum gorgonis,agriostomum gorgonis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
agriostomum sp.,agriostomum sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
agrobacterium sp.,agrobacterium sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
akabane,akabane,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alaria alata,alaria alata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alaria arisaemoides,alaria arisaemoides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alaria canis,alaria canis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alaria mustelae,alaria mustelae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alaria sp.,alaria sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alaria taxideae,alaria taxideae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
alcelaphine gammaherpesvirus 1,alcelaphine herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
allodapa sp.,allodapa sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
amoeba sp.,amoeba sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
amoebotaenia paradoxa,amoebotaenia paradoxa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anaplasma marginale,anaplasma marginale,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anaplasma platys,anaplasma platys,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anatrichosoma cynamolgi,anatrichosoma cynamolgi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anatrichosoma ixyos,anatrichosoma ixyos,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anatrichosoma sp.,anatrichosoma sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ancylostoma kusimaense,ancylostoma kusimaense,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ancylostoma martinezi,ancylostoma martinezi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ancylostoma paraduodenale,ancylostoma paraduodenale,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ancylostoma pluridentatum,ancylostoma pluridentatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ancylostoma quadridentata,ancylostoma quadridentata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ancylostoma sp.,ancylostoma sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ancylostoma tubaeforme,ancylostoma tubaeforme,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
angiocaulus gubernaculatus,angiocaulus gubernaculatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
angiostrongylus sp.,angiostrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
angiostrongylus vasorum,angiostrongylus vasorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anisakis sp.,anisakis sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anophryocephalus arcticensis,anophryocephalus arcticensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anophryocephalus inuitorum,anophryocephalus inuitorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anophryocephalus ochotensis,anophryocephalus ochotensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anophryocephalus sp.,anophryocephalus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anoplocephala gigantea,anoplocephala gigantea,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anoplocephala gorillae,anoplocephala gorillae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anoplocephala magna,anoplocephala magna,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anoplocephala perfoliata,anoplocephala perfoliata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
anoplocephala sp.,anoplocephala sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
aonchotheca putorii,aonchotheca putorii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
aototrema dorsogenitalis,aototrema dorsogenitalis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
apophallus muehlingi,apophallus muehlingi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
apophallus venustus,apophallus venustus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
apteragia odocoilei,apteragia odocoilei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
apteragia pursglovei,apteragia pursglovei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
apteragia quadrispiculata,apteragia quadrispiculata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
arcanobacterium phocae,arcanobacterium phocae,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
arcanobacterium sp.,arcanobacterium sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
arhythmorhynchus brevis,arhythmorhynchus brevis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
arthrobacter sp.,arthrobacter sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
arthrostoma miyazakiense,arthrostoma miyazakiense,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascaridia galli,ascaridia galli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascaridia schroederii,ascaridia schroederii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascaridia sp.,ascaridia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascaris elongata,ascaris elongata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascaris petiti,ascaris petiti,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascaris phacochoeri,ascaris phacochoeri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascaris sp.,ascaris sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascarops dentata,ascarops dentata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascarops strongylina,ascarops strongylina,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascocotyle ampullacea,ascocotyle ampullacea,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascocotyle leighi,ascocotyle leighi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ascorhytis charadriformis,ascorhytis charadriformis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ashworthius gagarini,ashworthius gagarini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ashworthius sidemi,ashworthius sidemi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ashworthius sp.,ashworthius sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
athesmia foxi,athesmia foxi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
athesmia heterolecithodes,athesmia heterolecithodes,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
atriotaenia incisa,atriotaenia incisa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
atriotaenia procyonis,atriotaenia procyonis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
atriotaenia sp.,atriotaenia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
avitellina centripunctata,avitellina centripunctata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
avitellina sp.,avitellina sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
azomonas sp.,azomonas sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia bicornis,babesia bicornis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia bigemina,babesia bigemina,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia cellii,babesia cellii,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia cynicti,babesia cynicti,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia equi,babesia equi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia eu2,babesia bovis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia lotori,babesia lotori,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia missirolii,babesia missirolii,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia odocoilei,babesia odocoilei,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia ovis,babesia ovis,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia pitheci,babesia pitheci,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia propitheci,babesia propitheci,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia rossi,babesia rossi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
babesia sp.,babesia sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bacillus laterosporus,bacillus laterosporus,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bacillus sp.,bacillus sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bacteroides pyogenes,bacteroides pyogenes,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bakau orthobunyavirus,bakau,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
balantidium aragaoi,balantidium aragaoi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
balantidium sp.,balantidium sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bartonella bovis,bartonella bovis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bartonella capreoli,bartonella capreoli,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bartonella schoenbuchenis,bartonella schoenbuchensis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bartonella sp.,bartonella sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
baschkirovitrema incrassatum,baschkirovitrema incrassatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bashkirovitrema sp.,bashkirovitrema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
baylisascaris columnaris,baylisascaris columnaris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
baylisascaris devosi,baylisascaris devosi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
baylisascaris sp.,baylisascaris sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
baylisascaris transfuga,baylisascaris transfuga,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
baylisiella tecta,baylisiella tecta,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bertiella sp.,bertiella sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
besnoitia tarandi,besnoitia tarandi,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bibersteinia trehalosi,bibersteinia trehalosi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
blastocystis sp.,blastocystis sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
blepharocorys jubata,blepharocorys jubata,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bluetongue,bluetongue,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bolbosoma bobrovoi,bolbosoma bobrovoi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
border disease,border disease,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
borrelia harveyi,borrelia harveyi,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
borrelia japonica,borrelia japonica,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
borrelia sp.,borrelia sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bouboui,bouboui,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bourgelatia hylochoeri,bourgelatia hylochoeri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine alphaherpesvirus 1,bovine alphaherpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine alphaherpesvirus 2,bovine alphaherpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine ephemeral fever,bovine ephemeral fever,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine gammaherpesvirus 4,bovine herpesvirus 4,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine herpesvirus 3,bovine herpesvirus 3,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine papular stomatitis,bovine papular stomatitis,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine parainfluenza virus 3,bovine parainfluenza virus 3,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine respiratory syncytial,bovine respiratory syncytial,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bovine viral diarrhea virus 1,bovine viral diarrhea virus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brachylaemus sp.,brachylaemus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brachylaima fuscatus,brachylaima fuscatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brachylaima pellucidum,brachylaima pellucidum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brachylaima recurva,brachylaima recurva,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brachylaima tokudai,brachylaima tokudai,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brachylaima virginianum,brachylaima virginianum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
breinlia sp.,breinlia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brodenia laciniata,brodenia laciniata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brodenia serrata,brodenia serrata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
bronchonema magna,bronchonema magna,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brucella microti,brucella microti,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brucella pinnipedialis,brucella pinnipedialis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
brucella sp.,brucella sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
buckleyenterobius sp.,buckleyenterobius sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
buttiauxella agrestis,buttiauxella agrestis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
calicophron calicophorum,calicophoron calicophorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
calicophron sp.,calicophoron sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
callistoura blanci,callistoura blanci,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
callistoura brygooi,callistoura brygooi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
callistoura sp.,callistoura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
camelostrongylus harrisi,camelostrongylus harrisi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
camelostrongylus mentulatus,camelostrongylus mentulatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
camelostrongylus sp.,camelostrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
canid alphaherpes virus 1,canid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
canine distemper,canine distemper,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
canine mastadenovirus a,canine mastadenovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
canine parainfluenza,canine parainfluenza,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria bilobata,capillaria bilobata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria bovis,capillaria bovis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria brochieri,capillaria brochieri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria garfiai,capillaria garfiai,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria mucronata,capillaria mucronata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria mustelorum,capillaria mustelorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria myoxinitelae,capillaria myoxinitelae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria plica,capillaria plica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria procyonis,capillaria procyonis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capillaria putorii,capillaria putorii,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
capreocaulus capreoli,capreocaulus capreoli,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
caprine alphaherpesvirus 1,caprine herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
caprine gammaherpesvirus 2,caprine herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cardiofilaria darwisi,cardiofilaria darwisi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cardiofilaria sp.,cardiofilaria sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cardiovirus a,cardiovirus a,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
carmyerius gregarius,carmyerius gregarius,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
carnivore amdoparvovirus 1,carnivore amdoparvovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
carnivore protoparvovirus 1,carnivore protoparvovirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
centrorhynchus aluconis,centrorhynchus aluconis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
centrorhynchus bazaleticus,centrorhynchus bazaleticus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
centrorhynchus conspectus,centrorhynchus conspectus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
centrorhynchus elongatus,centrorhynchus elongatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
centrorhynchus sp.,centrorhynchus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
centrorhynchus teres,centrorhynchus teres,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
centrorhynchus undulatus,centrorhynchus undulatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
ceratospira opthalmica,ceratospira opthalmica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercogylus africanus,cercogylus africanus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithecine alphaherpesvirus 9,cercopithecine herpesvirus 9,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithifilaria crassa,cercopithifilaria crassa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithifilaria degraaffi,cercopithifilaria degraaffi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithifilaria eberhardi,cercopithifilaria eberhardi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithifilaria kenyensis,cercopithifilaria kenyensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithifilaria longa,cercopithifilaria longa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithifilaria narokensis,cercopithifilaria narokensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithifilaria shohoi,cercopithifilaria shohoi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cercopithifilaria verveti,cercopithifilaria verveti,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cervid alphaherpesvirus 1,cervid herpesvirus 1,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cervid alphaherpesvirus 2,cervid herpesvirus 2,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cetacean morbillivirus,cetacean morbillivirus,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
chabertia ovina,chabertia ovina,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
chabertia sp.,chabertia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
charonina hippopotami,charonina hippopotami,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
chilomastix mesnili,chilomastix mesnili,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
chilomastix sp.,chilomastix sp.,protozoa,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
chitwoodspirura sp.,chitwoodspirura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
chitwoodspirura wehri,chitwoodspirura wehri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
chlamydonema tumefaciens,chlamydonema tumefaciens,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
citellinema sp.,citellinema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
classical swine fever,classical swine fever,virus,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
clostridium bartlettii,clostridium bartlettii,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
clostridium colicanis,clostridium colicanis,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
clostridium disporicum,clostridium disporicum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
clostridium glycolicum,clostridium glycolicum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
clostridium haemolyticum,clostridium haemolyticum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
clostridium paraputrificum,clostridium paraputrificum,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
clostridium sardiniense,clostridium sardiniense,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
clostridium sp.,clostridium sp.,bacteria/rickettsia,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius colobis,colobenterobius colobis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius entellus,colobenterobius entellus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius guerezae,colobenterobius guerezae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius inglisi,colobenterobius inglisi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius longispiculum,colobenterobius longispiculum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius paraguerezae,colobenterobius paraguerezae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius pesteri,colobenterobius pesteri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius presbytis,colobenterobius presbytis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius sp.,colobenterobius sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobenterobius zakiri,colobenterobius zakiri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
colobostrongylus strongi,colobostrongylus strongi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
concinnum ten,concinnum ten,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
contracaecum margolisi,contracaecum margolisi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
contracaecum ogmorhini,contracaecum ogmorhini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
contracaecum rodhaini,contracaecum rodhaini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
contracaecum sp.,contracaecum sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
