Pathogen_Original,PathogenName_Harmonised,PathogenName_Harm2,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,VectorBorne,Vector_GIDEON,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
cooperia verrucosa,cooperia verrucosa,cooperia verrucosa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cooperia yoshidai,cooperia yoshidai,cooperia yoshidai,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cooperioides antidorca,cooperioides antidorca,cooperioides antidorca,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cooperioides hamiltoni,cooperioides hamiltoni,cooperioides hamiltoni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cooperioides hepaticae,cooperioides hepaticae,cooperioides hepaticae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cooperoides sp.,cooperoides sp.,cooperoides sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cordophilus sagittus,cordophilus sagittus,cordophilus sagittus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
coronocyclus coronatus,coronocyclus coronatus,coronocyclus coronatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
coronocyclus labiatus,coronocyclus labiatus,coronocyclus labiatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
coronocyclus labratus,coronocyclus labratus,coronocyclus labratus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma australe,corynosoma australe,corynosoma australe,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma enhydri,corynosoma enhydri,corynosoma enhydri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma hadweni,corynosoma hadweni,corynosoma hadweni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma magdaleni,corynosoma magdaleni,corynosoma magdaleni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma obtuscens,corynosoma obtuscens,corynosoma obtuscens,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma reductum,corynosoma reductum,corynosoma reductum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma semerme,corynosoma semerme,corynosoma semerme,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma sp.,corynosoma sp.,corynosoma sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma strumosum,corynosoma strumosum,corynosoma strumosum,helminth,1,0,1,1,1,1,acanthocephalan infection,food,1,0,NA,0,NA,1,NA,NA
corynosoma validum,corynosoma validum,corynosoma validum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
corynosoma villosum,corynosoma villosum,corynosoma villosum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cosmocephalus sp.,cosmocephalus sp.,cosmocephalus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cotylophoron cotylophorum,cotylophoron cotylophorum,cotylophoron cotylophorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cotylophoron indicum,cotylophoron indicum,cotylophoron indicum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cotylophoron jacksoni,cotylophoron jacksoni,cotylophoron jacksoni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cotylophoron macrosphinctris,cotylophoron macrosphinctris,cotylophoron macrosphinctris,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cotylophoron sp.,cotylophoron sp.,cotylophoron sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
courduriella courduriera,courduriella courduriera,courduriella courduriera,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
craterostomum acuticaudatum,craterostomum acuticaudatum,craterostomum acuticaudatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
crenosoma goblei,crenosoma goblei,crenosoma goblei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
crenosoma melesi,crenosoma melesi,crenosoma melesi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
crenosoma petrowi,crenosoma petrowi,crenosoma petrowi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
crenosoma sp.,crenosoma sp.,crenosoma sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
crenosoma taiga,crenosoma taiga,crenosoma taiga,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
crenosoma vulpis,crenosoma vulpis,crenosoma vulpis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
crenosoma zederi,crenosoma zederi,crenosoma zederi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
crossocephalus viviparus,crossocephalus viviparus,crossocephalus viviparus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cruzia americana,cruzia americana,cruzia americana,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cruzia sp.,cruzia sp.,cruzia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cryptocotyle jejunum,cryptocotyle jejunum,cryptocotyle jejunum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cryptocotyle lingua,cryptocotyle lingua,cryptocotyle lingua,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cryptocotyle sp.,cryptocotyle sp.,cryptocotyle sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathospirura chevreuxi,cyathospirura chevreuxi,cyathospirura chevreuxi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathospirura sp.,cyathospirura sp.,cyathospirura sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathostomum alveatum,cyathostomum alveatum,cyathostomum alveatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathostomum catinatum,cyathostomum catinatum,cyathostomum catinatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathostomum labratum,cyathostomum labiatum,cyathostomum labiatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathostomum montgomeryi,cyathostomum montgomeryi,cyathostomum montgomeryi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathostomum pateratum,cyathostomum pateratum,cyathostomum pateratum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathostomum sp.,cyathostomum sp.,cyathostomum sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyathostomum tetracanthum,cyathostomum tetracanthum,cyathostomum tetracanthum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus adersi,cylicocyclus adersi,cylicocyclus adersi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus asini,cylicocyclus asini,cylicocyclus asini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus auriculatus,cylicocyclus auriculatus,cylicocyclus auriculatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus elongatus,cylicocyclus elongatus,cylicocyclus elongatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus gyalocephaloides,cylicocyclus gyalocephaloides,cylicocyclus gyalocephaloides,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus insigne,cylicocyclus insigne,cylicocyclus insigne,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus leptostomum,cylicocyclus leptostomus,cylicocyclus leptostomus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus nassatus,cylicocyclus nassatus,cylicocyclus nassatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus radiatus,cylicocyclus radiatus,cylicocyclus radiatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus sp.,cylicocyclus sp.,cylicocyclus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicocyclus triramosus,cylicocyclus triramosus,cylicocyclus triramosus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicodontophorus reineckei,cylicodontophorus reineckei,cylicodontophorus reineckei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicospirura felineus,cylicospirura felineus,cylicospirura felineus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicospirura petrowi,cylicospirura petrowi,cylicospirura petrowi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicospirura subaequalis,cylicospirura subaequalis,cylicospirura subaequalis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicostephanus asymetricus,cylicostephanus asymetricus,cylicostephanus asymetricus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicostephanus bidentatus,cylicostephanus bidentatus,cylicostephanus bidentatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicostephanus calicatus,cylicostephanus calicatus,cylicostephanus calicatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicostephanus goldi,cylicostephanus goldi,cylicostephanus goldi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicostephanus longibursatus,cylicostephanus longibursatus,cylicostephanus longibursatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicostephanus longiconus,cylicostephanus longiconus,cylicostephanus longiconus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylicostephanus minutus,cylicostephanus minutus,cylicostephanus minutus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylindropharynx intermedia,cylindropharynx intermedia,cylindropharynx intermedia,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cylindropharynx sp.,cylindropharynx sp.,cylindropharynx sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cyrnea sp.,cyrnea sp.,cyrnea sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cystocaulus ocreatus,cystocaulus ocreatus,cystocaulus ocreatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
cystocaulus sp.,cystocaulus sp.,cystocaulus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
daubneya oldi,daubneya oldi,daubneya oldi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dermatoxys veligera,dermatoxys veligera,dermatoxys veligera,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diceronema versterae,diceronema versterae,diceronema versterae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dicrocoelium colobusicola,dicrocoelium colobusicola,dicrocoelium colobusicola,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dicrocoelium dendriticum,dicrocoelium dendriticum,dicrocoelium dendriticum,helminth,1,1,1,1,1,1,dicrocoeliasis,food,1,0,NA,0,NA,1,NA,NA
dicrocoelium sp.,dicrocoelium sp.,dicrocoelium sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dictyocaulus capreolus,dictyocaulus capreolus,dictyocaulus capreolus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dictyocaulus eckerti,dictyocaulus eckerti,dictyocaulus eckerti,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dictyocaulus filaria,dictyocaulus filaria,dictyocaulus filaria,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dictyocaulus noerneri,dictyocaulus noerneri,dictyocaulus noerneri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dictyocaulus sp.,dictyocaulus sp.,dictyocaulus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dictyocaulus viviparus,dictyocaulus viviparus,dictyocaulus viviparus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
didelphonema longispiculata,didelphonema longispiculata,didelphonema longispiculata,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dioctophyma renale,dioctophyma renale,dioctophyma renale,helminth,1,1,0,1,1,1,dioctophyma renale,food,1,0,NA,0,NA,1,,
dipetalonema barbascalensis,dipetalonema barbascalensis,dipetalonema barbascalensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema caudispina,dipetalonema caudispina,dipetalonema caudispina,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema elegans,dipetalonema elegans,dipetalonema elegans,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema gracile,dipetalonema gracile,dipetalonema gracile,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema graciliformis,dipetalonema graciliformis,dipetalonema graciliformis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema mephitis,dipetalonema mephitis,dipetalonema mephitis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema obtusa,dipetalonema obtusa,dipetalonema obtusa,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema parvum,dipetalonema parvum,dipetalonema parvum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema petteri,dipetalonema petteri,dipetalonema petteri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema rodhaini,dipetalonema rodhaini,dipetalonema rodhaini,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema sp.,dipetalonema sp.,dipetalonema sp.,helminth,1,0,1,1,1,1,mansonelliasis,vector,1,1,midge (Culicoides spp.),0,NA,0,NA,NA
dipetalonema witei,dipetalonema witei,dipetalonema witei,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipetalonema yatesi,dipetalonema yatesi,dipetalonema yatesi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diphyllobothrium cordatum,diphyllobothrium cordatum,diphyllobothrium cordatum,helminth,1,0,1,1,1,1,diphyllobothriasis,"food, fish",1,0,NA,0,NA,1,Worldwide,
diphyllobothrium dendriticum,diphyllobothrium dendriticum,diphyllobothrium dendriticum,helminth,1,1,1,1,1,1,diphyllobothriasis,"food, fish",1,0,NA,0,NA,1,"Northern Europe, Western Europe","EE,GB,CH"
diphyllobothrium ditremum,diphyllobothrium ditremum,diphyllobothrium ditremum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diphyllobothrium fayi,diphyllobothrium fayi,diphyllobothrium fayi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diphyllobothrium lanceolatum,diphyllobothrium lanceolatum,diphyllobothrium lanceolatum,helminth,1,0,1,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diphyllobothrium latum,diphyllobothrium latum,diphyllobothrium latum,helminth,1,1,1,1,1,1,diphyllobothriasis (fish tapeworm),food,1,0,NA,0,NA,1,NA,NA
diphyllobothrium medium,diphyllobothrium medium,diphyllobothrium medium,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diphyllobothrium pacificum,diphyllobothrium pacificum,diphyllobothrium pacificum,helminth,1,0,1,1,1,1,diphyllobothriasis,"food, fish",1,0,NA,0,NA,0,Southern America,
diphyllobothrium sp,diphyllobothrium sp.,diphyllobothrium sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diphyllobothrium sp.,diphyllobothrium sp.,diphyllobothrium sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diplogonoporus tetrapterus,diplogonoporus tetrapterus,diplogonoporus tetrapterus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diplopylidium monoophorum,diplopylidium monoophorum,diplopylidium monoophorum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diplopylidium noelleri,diplopylidium noelleri,diplopylidium noelleri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
diplopylidium sp.,diplopylidium sp.,diplopylidium sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dipylidium caninum,dipylidium caninum,dipylidium caninum,helminth,1,1,1,1,1,1,dipylidiasis,food,1,0,NA,0,NA,1,NA,NA
dipylidium sp.,dipylidium sp.,dipylidium sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dirofilaria aethiops,dirofilaria aethiops,dirofilaria aethiops,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dirofilaria corynodes,dirofilaria corynodes,dirofilaria corynodes,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dirofilaria immitis,dirofilaria immitis,dirofilaria immitis,helminth,1,1,1,1,1,1,dirofilariasis,vector,1,1,mosquito,0,NA,1,NA,NA
dirofilaria lutrae,dirofilaria lutrae,dirofilaria lutrae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dirofilaria macacae,dirofilaria macacae,dirofilaria macacae,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dirofilaria magnilarvatum,dirofilaria magnilarvatum,dirofilaria magnilarvatum,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dirofilaria repens,dirofilaria repens,dirofilaria repens,helminth,1,1,1,1,1,1,dirofilariasis,vector,1,1,mosquito,0,NA,1,NA,NA
dirofilaria schoutedeni,dirofilaria schoutedeni,dirofilaria schoutedeni,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dirofilaria sp.,dirofilaria sp.,dirofilaria sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
dirofilaria striata,dirofilaria striata,dirofilaria striata,helminth,1,0,1,1,1,1,dirofilariasis,vector,1,1,mosquito,0,NA,1,NA,NA
dirofilaria tenuis,dirofilaria tenuis,dirofilaria tenuis,helminth,1,0,1,1,1,1,dirofilariasis,vector,1,1,mosquito,0,NA,1,NA,NA
dirofilaria ursi,dirofilaria ursi,dirofilaria ursi,helminth,1,0,1,1,1,1,dirofilariasis,vector,1,1,mosquito,0,NA,1,Northern America,US
dracunculus insignis,dracunculus insignis,dracunculus insignis,helminth,1,0,1,1,1,1,dracunculiasis,water,1,0,0,0,NA,1,NA,NA
dracunculus sp.,dracunculus sp.,dracunculus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
draschia megastoma,draschia megastoma,draschia megastoma,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
draschia sp.,draschia sp.,draschia sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
echinocasmus sp.,echinochasmus sp.,echinochasmus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
echinochasmus perfoliatus,echinochasmus perfoliatus,echinochasmus perfoliatus,helminth,1,0,1,1,1,1,echinostomiasis,"food, water",1,0,NA,0,NA,1,NA,NA
echinococcus granulosus,echinococcus granulosus,echinococcus granulosus,helminth,1,1,1,1,1,1,"echinococcosis, unilocular","food, environment",1,0,NA,0,NA,1,NA,NA
echinococcus multilocularis,echinococcus multilocularis,echinococcus multilocularis,helminth,1,1,1,1,1,1,"echinococcosis, multilocular","food, environment",1,0,NA,1,alveolar echinococcosis,1,NA,NA
echinococcus oligarthrus,echinococcus oligarthrus,echinococcus oligarthrus,helminth,1,0,1,1,1,1,echinococcosis (american polycystic),,1,0,NA,0,NA,0,,
echinococcus shiquicus,echinococcus shiquicus,echinococcus shiquicus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
echinococcus sibiricensis,echinococcus sibiricensis,echinococcus sibiricensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
echinococcus sp.,echinococcus sp.,echinococcus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
echinoparyphium recurvatum,echinoparyphium recurvatum,echinoparyphium recurvatum,helminth,1,0,1,1,1,1,echinostomiasis,"food, water, environment",1,0,NA,0,NA,1,Northern Europe,GB
echinorhynchus gadi,echinorhynchus gadi,echinorhynchus gadi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
echinostoma cinetorchis,echinostoma cinetorchis,echinostoma cinetorchis,helminth,1,0,1,1,1,1,echinostomiasis,"food, water, environment",1,0,NA,0,NA,1,,
echinostoma hortense,echinostoma cinetorchis,echinostoma cinetorchis,helminth,1,0,1,1,1,1,echinostomiasis,"food, water, environment",1,0,NA,0,NA,1,,
elaeophora elaphi,elaeophora elaphi,elaeophora elaphi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
elaeophora sagitta,elaeophora sagitta,elaeophora sagitta,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
elaeophora schneideri,elaeophora schneideri,elaeophora schneideri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
elaeophora sp.,elaeophora sp.,elaeophora sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
elaphostrongylus alces,elaphostrongylus alces,elaphostrongylus alces,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
elaphostrongylus cervi,elaphostrongylus cervi,elaphostrongylus cervi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
elaphostrongylus rangiferi,elaphostrongylus rangiferi,elaphostrongylus rangiferi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
elaphostrongylus sp.,elaphostrongylus sp.,elaphostrongylus sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius anthropopitheci,enterobius anthropopitheci,enterobius anthropopitheci,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius bipapillatus,enterobius bipapillatus,enterobius bipapillatus,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius brevicauda,enterobius brevicauda,enterobius brevicauda,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius buckleyi,enterobius buckleyi,enterobius buckleyi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius callithricis,enterobius callithricis,enterobius callithricis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius lerouxi,enterobius lerouxi,enterobius lerouxi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius macaci,enterobius macaci,enterobius macaci,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius sp.,enterobius sp.,enterobius sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
enterobius vermicularis,enterobius vermicularis,enterobius vermicularis,helminth,1,1,1,1,1,1,enterobiasis,"environment, airborne, sexual, fecal-oral",0,0,NA,0,NA,1,NA,NA
eucoleus aerophilus,eucoleus aerophilus,eucoleus aerophilus,helminth,1,1,1,1,1,1,capillariasis (extraintestinal),environment,1,0,NA,0,NA,1,NA,NA
eucoleus boehmi,eucoleus boehmi,eucoleus boehmi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
eucoleus schvalovoj,eucoleus schvalovoj,eucoleus schvalovoj,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
eucyathostomum sp.,eucyathostomum sp.,eucyathostomum sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
eucyathostomum webbi,eucyathostomum webbi,eucyathostomum webbi,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
euparadistomum cercopitheci,euparadistomum cercopitheci,euparadistomum cercopitheci,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
euparyphium beaveri,euparyphium beaveri,euparyphium beaveri,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
euparyphium inermo,euparyphium inermo,euparyphium inermo,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
euparyphium melis,euparyphium melis,euparyphium melis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
euparyphium sp.,euparyphium sp.,euparyphium sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
euryhelmis costaricensis,euryhelmis costaricensis,euryhelmis costaricensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
euryhelmis pacifica,euryhelmis pacifica,euryhelmis pacifica,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
euryhelmis squamula,euryhelmis squamula,euryhelmis squamula,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
eurytrema procyonis,eurytrema procyonis,eurytrema procyonis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
eurytrema sp.,eurytrema sp.,eurytrema sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
eustrongylides sp.,eustrongylides sp.,eustrongylides sp.,helminth,1,0,1,1,1,1,anisakiasis,food,1,0,NA,0,NA,1,,
fasciola gigantica,fasciola gigantica,fasciola gigantica,helminth,1,1,1,1,1,1,fascioliasis,"food, water",1,1,NA,1,fascioliasis,1,NA,NA
fasciola hepatica,fasciola hepatica,fasciola hepatica,helminth,1,1,1,1,1,1,fascioliasis,"food, water",1,1,NA,1,fascioliasis,1,NA,NA
fasciola sp.,fasciola sp.,fasciola sp.,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
fascioloides magna,fascioloides magna,fascioloides magna,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
fasciolopsis sp.,fasciolopsis sp.,fasciolopsis sp.,helminth,1,1,1,0,0,0,NA,NA,0,0,NA,0,NA,0,NA,NA
fibricola cartera,fibricola cartera,fibricola cartera,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
fibricola cratera,fibricola cratera,fibricola cratera,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
fibricola texensis,fibricola texensis,fibricola texensis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
filaria martis,filaria martis,filaria martis,helminth,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,,
