Pathogen_Original,PathogenName_Harmonised,PathogenName_Harm2,PathogenType,HumanInfective_Any,HumanInfective_EID2,HumanInfective_External,DiseaseAgent,IsZoonotic,InGIDEON,Disease_GIDEON,Route_GIDEON,AnimalReservoir_GIDEON,Vector_GIDEON,VectorBorne,InWertheim,Disease_Wertheim,AnimalReservoir_Taylor,UN_subregion,Countries_EID2Wertheim
cainocreadium epinepheli,cainocreadium epinepheli,cainocreadium epinepheli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cainocreadium labracis,cainocreadium labracis,cainocreadium labracis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
calicophoron calicophorum,calicophoron calicophorum,calicophoron calicophorum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
calicophoron daubneyi,calicophoron daubneyi,calicophoron daubneyi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,IT
calicotyle affinis,calicotyle affinis,calicotyle affinis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
calicotyle australis,calicotyle australis,calicotyle australis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
calicotyle japonica,calicotyle japonica,calicotyle japonica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
calicotyle kroyeri,calicotyle kroyeri,calicotyle kroyeri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
calicotyle palombi,calicotyle palombi,calicotyle palombi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Africa,TN
calicotyle stossichi,calicotyle stossichi,calicotyle stossichi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
calicotyle urolophi,calicotyle urolophi,calicotyle urolophi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
calliobothrium violae,calliobothrium violae,calliobothrium violae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
callitetrarhynchus gracilis,callitetrarhynchus gracilis,callitetrarhynchus gracilis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
callitetrarhynchus speciosus,callitetrarhynchus speciosus,callitetrarhynchus speciosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
callohelmis pichelinae,callohelmis pichelinae,callohelmis pichelinae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
calodium hepaticum,calodium hepaticum,calodium hepaticum,helminth,,,,,,,,,,,,,,,,
calomicrolaimus parahonestus,calomicrolaimus parahonestus,calomicrolaimus parahonestus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
camallanus cotti,camallanus cotti,camallanus cotti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
camallanus hypophthalmichthys,camallanus hypophthalmichthys,camallanus hypophthalmichthys,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
camallanus nithoggi,camallanus nithoggi,camallanus nithoggi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
camallanus waelhreow,camallanus waelhreow,camallanus waelhreow,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
camelostrongylus mentulatus,camelostrongylus mentulatus,camelostrongylus mentulatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
candidotrema loossi,candidotrema loossi,candidotrema loossi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
capillaria aerophila,capillaria aerophila,capillaria aerophila,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
capillaria gastrica,capillaria gastrica,capillaria gastrica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
capillaria hepatica,capillaria hepatica,capillaria hepatica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
capillaria plica,capillaria plica,capillaria plica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
capsala laevis,capsala laevis,capsala laevis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
capsala martinieri,capsala martinieri,capsala martinieri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
capsala onchidiocotyle,capsala onchidiocotyle,capsala onchidiocotyle,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
capsala pricei,capsala pricei,capsala pricei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
capsaloides magnaspinosus,capsaloides magnaspinosus,capsaloides magnaspinosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola aurata,cardicola aurata,cardicola aurata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cardicola bartolii,cardicola bartolii,cardicola bartolii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola chaetodontis,cardicola chaetodontis,cardicola chaetodontis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola coeptus,cardicola coeptus,cardicola coeptus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola covacinae,cardicola covacinae,cardicola covacinae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola forsteri,cardicola forsteri,cardicola forsteri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola lafii,cardicola lafii,cardicola lafii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola milleri,cardicola milleri,cardicola milleri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola orientalis,cardicola orientalis,cardicola orientalis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"South America, Australia and New Zealand","AU,GF"
cardicola parilus,cardicola parilus,cardicola parilus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola tantabiddii,cardicola tantabiddii,cardicola tantabiddii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardicola watsonensis,cardicola watsonensis,cardicola watsonensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cardiocephaloides longicollis,cardiocephaloides longicollis,cardiocephaloides longicollis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,UA
carettacola hawaiiensis,carettacola hawaiiensis,carettacola hawaiiensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
carmyerius spatiosus,carmyerius spatiosus,carmyerius spatiosus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
caryophyllaeides fennica,caryophyllaeides fennica,caryophyllaeides fennica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
caryophyllaeus laticeps,caryophyllaeus laticeps,caryophyllaeus laticeps,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,CH
catenotaenia apodemi,catenotaenia apodemi,catenotaenia apodemi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,RU
catenotaenia cricetuli,catenotaenia cricetuli,catenotaenia cricetuli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,RU
catenotaenia dendritica,catenotaenia dendritica,catenotaenia dendritica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,FI
catenotaenia henttoneni,catenotaenia henttoneni,catenotaenia henttoneni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Southern Europe","FI,IT,HR"
catenotaenia microti,catenotaenia microti,catenotaenia microti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central Asia,KZ
catenotaenioides kirgizica,catenotaenioides kirgizica,catenotaenioides kirgizica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central Asia,KZ
cathaemasia hians,cathaemasia hians,cathaemasia hians,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cathetocephalus thatcheri,cathetocephalus thatcheri,cathetocephalus thatcheri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
caulanus thomasi,caulanus thomasi,caulanus thomasi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
caulobothrium opisthorchis,caulobothrium opisthorchis,caulobothrium opisthorchis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cemocotyle trachuri,cemocotyle trachuri,cemocotyle trachuri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,FR
centrocestus armatus,centrocestus armatus,centrocestus armatus,helminth,,,,,,,,,,,,,,,,
centrocestus formosanus,centrocestus formosanus,centrocestus formosanus,helminth,,,,,,,,,,,,,,,,
cephalobothrium aetobatidis,cephalobothrium aetobatidis,cephalobothrium aetobatidis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South-eastern Asia,TH
cephalochlamys namaquensis,cephalochlamys namaquensis,cephalochlamys namaquensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cephalogonimus retusus,cephalogonimus retusus,cephalogonimus retusus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,BG
ceratobothrium xanthocephalum,ceratobothrium xanthocephalum,ceratobothrium xanthocephalum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cercaria lileta,cercaria lileta,cercaria lileta,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cercaria sevillana,cercaria sevillana,cercaria sevillana,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cercariaeum crassum,cercariaeum crassum,cercariaeum crassum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cercopithifilaria crassa,cercopithifilaria crassa,cercopithifilaria crassa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cercopithifilaria japonica,cercopithifilaria japonica,cercopithifilaria japonica,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cercopithifilaria longa,cercopithifilaria longa,cercopithifilaria longa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cercopithifilaria roussilhoni,cercopithifilaria roussilhoni,cercopithifilaria roussilhoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Middle Africa,GA
chabertia ovina,chabertia ovina,chabertia ovina,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Western Europe, Australia and New Zealand","AU,FR,GB"
chandlerella quiscali,chandlerella quiscali,chandlerella quiscali,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
chelediadema marjoriae,chelediadema marjoriae,chelediadema marjoriae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chimaerarhynchus rougetae,chimaerarhynchus rougetae,chimaerarhynchus rougetae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
chimaericola leptogaster,chimaericola leptogaster,chimaericola leptogaster,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,SE
chimaerohemecus trondheimensis,chimaerohemecus trondheimensis,chimaerohemecus trondheimensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,NO
choanocotyle hobbsi,choanocotyle hobbsi,choanocotyle hobbsi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
choanocotyle nematoides,choanocotyle nematoides,choanocotyle nematoides,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
choanocotyle platti,choanocotyle platti,choanocotyle platti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
choanotaenia infundibulum,choanotaenia infundibulum,choanotaenia infundibulum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,ES
choledocystus hepaticus,choledocystus hepaticus,choledocystus hepaticus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,MX
choricotyle australiensis,choricotyle australiensis,choricotyle australiensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
choricotyle chrysophrii,choricotyle chrysophrii,choricotyle chrysophrii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus acerbus,cichlidogyrus acerbus,cichlidogyrus acerbus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus aegypticus,cichlidogyrus aegypticus,cichlidogyrus aegypticus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus agnesi,cichlidogyrus agnesi,cichlidogyrus agnesi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus arthracanthus,cichlidogyrus arthracanthus,cichlidogyrus arthracanthus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus bilongi,cichlidogyrus bilongi,cichlidogyrus bilongi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus cubitus,cichlidogyrus cubitus,cichlidogyrus cubitus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus digitatus,cichlidogyrus digitatus,cichlidogyrus digitatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus ergensi,cichlidogyrus ergensi,cichlidogyrus ergensi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus falcifer,cichlidogyrus falcifer,cichlidogyrus falcifer,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus flexicolpos,cichlidogyrus flexicolpos,cichlidogyrus flexicolpos,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus gallus,cichlidogyrus gallus,cichlidogyrus gallus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus halli,cichlidogyrus halli,cichlidogyrus halli,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus longicirrus,cichlidogyrus longicirrus,cichlidogyrus longicirrus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus thurstonae,cichlidogyrus thurstonae,cichlidogyrus thurstonae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus tiberianus,cichlidogyrus tiberianus,cichlidogyrus tiberianus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cichlidogyrus tilapiae,cichlidogyrus tilapiae,cichlidogyrus tilapiae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clavinema parasiluri,clavinema parasiluri,clavinema parasiluri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,CN
clavogalea trachinoti,clavogalea trachinoti,clavogalea trachinoti,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cleidodiscus pricei,cleidodiscus pricei,cleidodiscus pricei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Europe,CZ
clinostomum complanatum,clinostomum complanatum,clinostomum complanatum,helminth,1,1,1,0,1,0,NA,NA,0,NA,0,0,NA,1,Southern Europe,"IT,HR"
clinostomum giganticum,clinostomum giganticum,clinostomum giganticum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clinostomum marginatum,clinostomum marginatum,clinostomum marginatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,"CA,US"
clinostomum phalacrocoracis,clinostomum phalacrocoracis,clinostomum phalacrocoracis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clinostomum piscidium,clinostomum piscidium,clinostomum piscidium,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
clistobothrium carcharodoni,clistobothrium carcharodoni,clistobothrium carcharodoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,NZ
clistobothrium montaukensis,clistobothrium montaukensis,clistobothrium montaukensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cloacina caenis,cloacina caenis,cloacina caenis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina cloelia,cloacina cloelia,cloacina cloelia,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina communis,cloacina communis,cloacina communis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina ernabella,cloacina ernabella,cloacina ernabella,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina hydriformis,cloacina hydriformis,cloacina hydriformis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina pearsoni,cloacina pearsoni,cloacina pearsoni,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacina robertsi,cloacina robertsi,cloacina robertsi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cloacitrema narrabeenensis,cloacitrema narrabeenensis,cloacitrema narrabeenensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
clonorchis sinensis,clonorchis sinensis,clonorchis sinensis,helminth,1,1,1,1,1,1,clonorchiasis,food,1,NA,1,1,clonorichiasis,0,"Eastern Asia, South-eastern Asia, Eastern Europe, Northern America","CN,TH,VN,KR,KP,JP,RU,TW,CA,HK"
concinnocotyla australensis,concinnocotyla australensis,concinnocotyla australensis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
concinnum ten,concinnum ten,concinnum ten,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
contracaecum bioccai,contracaecum bioccai,contracaecum bioccai,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern America, Eastern Asia","US,JP"
contracaecum eudyptulae,contracaecum eudyptulae,contracaecum eudyptulae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
contracaecum margolisi,contracaecum margolisi,contracaecum margolisi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum microcephalum,contracaecum microcephalum,contracaecum microcephalum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum micropapillatum,contracaecum micropapillatum,contracaecum micropapillatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Africa, Southern Europe","GR,EG"
contracaecum mirounga,contracaecum mirounga,contracaecum mirounga,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,AQ
contracaecum multipapillatum,contracaecum multipapillatum,contracaecum multipapillatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
contracaecum muraenesoxi,contracaecum muraenesoxi,contracaecum muraenesoxi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum ogmorhini,contracaecum ogmorhini,contracaecum ogmorhini,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Southern Africa, South America, Australia and New Zealand","AU,ZA,AR"
contracaecum osculatum,contracaecum osculatum,contracaecum osculatum,helminth,1,0,1,1,1,1,anisakiasis,food,1,NA,0,0,NA,1,,
contracaecum pelagicum,contracaecum pelagicum,contracaecum pelagicum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum pyripapillatum,contracaecum pyripapillatum,contracaecum pyripapillatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
contracaecum radiatum,contracaecum radiatum,contracaecum radiatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,AQ
contracaecum rudolphii,contracaecum rudolphii,contracaecum rudolphii,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Central America, Northern America, Southern Europe","IT,MX,US"
contracaecum septentrionale,contracaecum septentrionale,contracaecum septentrionale,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Northern Europe, Southern Europe","IS,ES"
contracaecum spiculigerum,contracaecum spiculigerum,contracaecum spiculigerum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Eastern Asia,JP
cooperia curticei,cooperia curticei,cooperia curticei,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cooperia oncophora,cooperia oncophora,cooperia oncophora,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Asia, Northern Europe, Western Europe","JP,NL,GB,BE"
cooperia pectinata,cooperia pectinata,cooperia pectinata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Asia,IN
cooperia punctata,cooperia punctata,cooperia punctata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cooperia spatulata,cooperia spatulata,cooperia spatulata,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cooperia surnabada,cooperia surnabada,cooperia surnabada,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
copiatestes filiferus,copiatestes filiferus,copiatestes filiferus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,NZ
corallobothrium fimbriatum,corallobothrium fimbriatum,corallobothrium fimbriatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,MX
corallobothrium parafimbriatum,corallobothrium parafimbriatum,corallobothrium parafimbriatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
corallobothrium solidum,corallobothrium solidum,corallobothrium solidum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Africa,EG
corallotaenia intermedia,corallotaenia intermedia,corallotaenia intermedia,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
corallotaenia minutia,corallotaenia minutia,corallotaenia minutia,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,CA
cornudiscoides proximus,cornudiscoides proximus,cornudiscoides proximus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
coronocyclus coronatus,coronocyclus coronatus,coronocyclus coronatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
coronocyclus labiatus,coronocyclus labiatus,coronocyclus labiatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
coronocyclus labratus,coronocyclus labratus,coronocyclus labratus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
corynosoma strumosum,corynosoma strumosum,corynosoma strumosum,helminth,1,0,1,1,1,1,acanthocephalan infection,food,1,NA,0,0,NA,1,,
cotylogaster basiri,cotylogaster basiri,cotylogaster basiri,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
cranifera cranifera,cranifera cranifera,cranifera cranifera,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crassicutis archosargi,crassicutis archosargi,crassicutis archosargi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crassicutis choudhuryi,crassicutis choudhuryi,crassicutis choudhuryi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crassicutis cichlasomae,crassicutis cichlasomae,crassicutis cichlasomae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Central America,"GT,MX,CR,BZ"
craterostomum acuticaudatum,craterostomum acuticaudatum,craterostomum acuticaudatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crenosoma mephitidis,crenosoma mephitidis,crenosoma mephitidis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,US
crenosoma striatum,crenosoma striatum,crenosoma striatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crenosoma vulpis,crenosoma vulpis,crenosoma vulpis,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crepidobothrium eirasi,crepidobothrium eirasi,crepidobothrium eirasi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,South America,BR
crepidostomum cooperi,crepidostomum cooperi,crepidostomum cooperi,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern America,"CA,US"
crepidostomum cornutum,crepidostomum cornutum,crepidostomum cornutum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
crossobothrium longicolle,crossobothrium longicolle,crossobothrium longicolle,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
crusziella formosa,crusziella formosa,crusziella formosa,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Australia and New Zealand,AU
cryptocotyle lingua,cryptocotyle lingua,cryptocotyle lingua,helminth,1,0,1,1,1,1,small intestinal trematode,food,1,NA,0,0,NA,1,"Northern America, Western Europe","DE,CA"
ctenotaenia marmotae,ctenotaenia marmotae,ctenotaenia marmotae,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Southern Europe,PT
cyathocephalus truncatus,cyathocephalus truncatus,cyathocephalus truncatus,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,"Eastern Europe, Western Europe","RU,CH"
cyathostomum catinatum,cyathostomum catinatum,cyathostomum catinatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
cyathostomum labiatum,cyathostomum labiatum,cyathostomum labiatum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cyathostomum pateratum,cyathostomum pateratum,cyathostomum pateratum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Western Europe,DE
cyathostomum tetracanthum,cyathostomum tetracanthum,cyathostomum tetracanthum,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,,
cyclocoelum mutabile,cyclocoelum mutabile,cyclocoelum mutabile,helminth,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,Northern Europe,GB
cyclodontostomum purvisi,cyclodontostomum purvisi,cyclodontostomum purvisi,helminth,1,0,1,1,1,1,hookworm,"direct, environment",1,NA,0,0,NA,1,,
